contract_id,account_id,pricing_type,included_usage_units,overage_rate,contract_start,contract_end,renewal_date,auto_renew
CTR-297,ACC-297,usage-based,118000,0.0404,2024-08-31,2025-08-31,2025-08-31,True
CTR-298,ACC-298,usage-based,30811,0.0229,2025-03-08,2026-03-08,2026-03-08,True
CTR-299,ACC-299,usage-based,182195,0.0133,2025-01-20,2026-01-20,2026-01-20,False
CTR-300,ACC-300,hybrid,19521,0.0519,2025-03-20,2026-03-20,2026-03-20,True
CTR-301,ACC-301,usage-based,25872,0.0161,2024-11-25,2025-11-25,2025-11-25,False
CTR-302,ACC-302,usage-based,80638,0.0293,2025-01-07,2026-01-07,2026-01-07,False
CTR-303,ACC-303,usage-based,115419,0.0245,2025-02-25,2026-02-25,2026-02-25,False
CTR-304,ACC-304,usage-based,65356,0.0375,2024-10-16,2025-10-16,2025-10-16,False
CTR-305,ACC-305,usage-based,83567,0.0254,2025-01-30,2026-01-30,2026-01-30,True
CTR-306,ACC-306,usage-based,195831,0.0132,2024-10-27,2025-10-27,2025-10-27,False
CTR-307,ACC-307,usage-based,34205,0.0241,2024-07-25,2025-07-25,2025-07-25,True
CTR-308,ACC-308,usage-based,46536,0.0236,2024-08-26,2025-08-26,2025-08-26,True
CTR-309,ACC-309,usage-based,21119,0.0631,2024-09-24,2025-09-24,2025-09-24,False
CTR-310,ACC-310,usage-based,24598,0.038,2024-12-28,2025-12-28,2025-12-28,True
CTR-311,ACC-311,usage-based,130000,0.0409,2024-11-16,2025-11-16,2025-11-16,True
CTR-312,ACC-312,usage-based,187934,0.023,2024-10-15,2025-10-15,2025-10-15,False
CTR-313,ACC-313,hybrid,13188,0.0357,2024-11-08,2025-11-08,2025-11-08,False
CTR-314,ACC-314,usage-based,38456,0.0229,2024-10-22,2025-10-22,2025-10-22,True
CTR-315,ACC-315,hybrid,21928,0.0568,2025-01-07,2026-01-07,2026-01-07,False
CTR-316,ACC-316,usage-based,66497,0.0373,2025-01-09,2026-01-09,2026-01-09,False
CTR-317,ACC-317,usage-based,36320,0.0406,2025-02-22,2026-02-22,2026-02-22,True
CTR-318,ACC-318,hybrid,14489,0.0339,2024-10-05,2025-10-05,2025-10-05,False
CTR-320,ACC-320,usage-based,73000,0.0269,2024-09-17,2025-09-17,2025-09-17,True
CTR-321,ACC-321,usage-based,164054,0.0083,2025-05-01,2026-05-01,2026-05-01,True
CTR-322,ACC-322,usage-based,36185,0.0442,2025-01-02,2026-01-02,2026-01-02,False
CTR-323,ACC-323,usage-based,112778,0.0202,2025-05-22,2026-05-22,2026-05-22,True
CTR-324,ACC-324,usage-based,7955,0.0353,2024-09-16,2025-09-16,2025-09-16,True
CTR-325,ACC-325,usage-based,46407,0.0276,2024-09-13,2025-09-13,2025-09-13,False
CTR-326,ACC-326,usage-based,20194,0.0544,2025-05-10,2026-05-10,2026-05-10,False
CTR-327,ACC-327,usage-based,101030,0.0223,2025-03-13,2026-03-13,2026-03-13,True
CTR-328,ACC-328,usage-based,41465,0.0383,2025-04-20,2026-04-20,2026-04-20,False
CTR-329,ACC-329,usage-based,35901,0.0208,2025-01-18,2026-01-18,2026-01-18,False
CTR-330,ACC-330,hybrid,5413,0.0343,2025-01-19,2026-01-19,2026-01-19,False
CTR-331,ACC-331,hybrid,19514,0.0387,2025-05-09,2026-05-09,2026-05-09,True
CTR-332,ACC-332,usage-based,54201,0.0371,2025-04-08,2026-04-08,2026-04-08,True
CTR-333,ACC-333,hybrid,20493,0.0436,2024-12-18,2025-12-18,2025-12-18,False
CTR-334,ACC-334,usage-based,124000,0.0282,2025-05-05,2026-05-05,2026-05-05,True
CTR-335,ACC-335,usage-based,40601,0.0294,2024-12-25,2025-12-25,2025-12-25,True
CTR-336,ACC-336,usage-based,47620,0.0416,2025-02-04,2026-02-04,2026-02-04,True
CTR-337,ACC-337,usage-based,141857,0.0188,2024-12-11,2025-12-11,2025-12-11,True
CTR-338,ACC-338,usage-based,34968,0.0388,2025-03-26,2026-03-26,2026-03-26,False
CTR-339,ACC-339,usage-based,143724,0.0082,2025-05-05,2026-05-05,2026-05-05,False
CTR-340,ACC-340,usage-based,236293,0.0106,2025-04-11,2026-04-11,2026-04-11,True
CTR-341,ACC-341,usage-based,34334,0.03,2024-08-15,2025-08-15,2025-08-15,False
CTR-342,ACC-342,usage-based,100000,0.0436,2025-04-26,2026-04-26,2026-04-26,True
CTR-343,ACC-343,usage-based,47299,0.0343,2024-08-25,2025-08-25,2025-08-25,True
CTR-344,ACC-344,usage-based,9123,0.0471,2024-12-15,2025-12-15,2025-12-15,False
CTR-345,ACC-345,usage-based,76790,0.0418,2025-02-17,2026-02-17,2026-02-17,True
CTR-346,ACC-346,usage-based,69170,0.0263,2025-03-19,2026-03-19,2026-03-19,False
CTR-347,ACC-347,usage-based,82894,0.0162,2024-10-14,2025-10-14,2025-10-14,False
CTR-348,ACC-348,usage-based,222274,0.0198,2025-02-18,2026-02-18,2026-02-18,True
CTR-349,ACC-349,usage-based,61000,0.0318,2024-12-12,2025-12-12,2025-12-12,False
CTR-350,ACC-350,usage-based,152174,0.0228,2025-03-05,2026-03-05,2026-03-05,True
CTR-351,ACC-351,hybrid,10079,0.0457,2025-01-12,2026-01-12,2026-01-12,False
CTR-352,ACC-352,usage-based,53758,0.015,2024-09-09,2025-09-09,2025-09-09,False
CTR-353,ACC-353,usage-based,72080,0.0206,2025-05-17,2026-05-17,2026-05-17,False
CTR-354,ACC-354,hybrid,12824,0.0412,2025-04-24,2026-04-24,2026-04-24,False
CTR-355,ACC-355,usage-based,36443,0.0307,2024-09-14,2025-09-14,2025-09-14,True
CTR-356,ACC-356,usage-based,64176,0.0235,2024-10-29,2025-10-29,2025-10-29,False
CTR-357,ACC-357,usage-based,108957,0.0096,2025-04-22,2026-04-22,2026-04-22,True
CTR-358,ACC-358,usage-based,78735,0.0431,2024-07-30,2025-07-30,2025-07-30,True
CTR-359,ACC-359,usage-based,37243,0.0182,2025-02-17,2026-02-17,2026-02-17,True
CTR-360,ACC-360,usage-based,88340,0.0177,2024-11-09,2025-11-09,2025-11-09,False
CTR-361,ACC-361,hybrid,13386,0.0317,2025-02-02,2026-02-02,2026-02-02,True
CTR-362,ACC-362,usage-based,5428,0.0626,2025-02-09,2026-02-09,2026-02-09,False
CTR-363,ACC-363,usage-based,100960,0.016,2025-04-25,2026-04-25,2026-04-25,False
CTR-364,ACC-364,usage-based,226281,0.0206,2024-10-26,2025-10-26,2025-10-26,False
CTR-365,ACC-365,usage-based,95283,0.022,2025-01-10,2026-01-10,2026-01-10,True
CTR-366,ACC-366,usage-based,72123,0.0171,2024-12-22,2025-12-22,2025-12-22,True
CTR-367,ACC-367,usage-based,38149,0.0438,2025-04-07,2026-04-07,2026-04-07,True
CTR-368,ACC-368,hybrid,12569,0.0486,2025-02-18,2026-02-18,2026-02-18,True
CTR-369,ACC-369,usage-based,58484,0.0347,2025-02-24,2026-02-24,2026-02-24,False
CTR-370,ACC-370,usage-based,107659,0.021,2024-11-24,2025-11-24,2025-11-24,False
CTR-371,ACC-371,usage-based,130000,0.0391,2024-10-20,2025-10-20,2025-10-20,True
CTR-373,ACC-373,usage-based,70000,0.0283,2025-02-23,2026-02-23,2026-02-23,False
CTR-374,ACC-374,usage-based,57075,0.0251,2025-03-07,2026-03-07,2026-03-07,False
CTR-375,ACC-375,hybrid,16544,0.0616,2024-08-11,2025-08-11,2025-08-11,False
CTR-376,ACC-376,usage-based,79368,0.0262,2024-10-18,2025-10-18,2025-10-18,False
CTR-377,ACC-377,usage-based,12887,0.0497,2025-02-06,2026-02-06,2026-02-06,False
CTR-378,ACC-378,hybrid,49000,0.0358,2025-01-16,2026-01-16,2026-01-16,False
CTR-379,ACC-379,usage-based,53648,0.0284,2024-11-04,2025-11-04,2025-11-04,True
CTR-380,ACC-380,usage-based,89086,0.0247,2025-05-18,2026-05-18,2026-05-18,True
CTR-381,ACC-381,usage-based,82348,0.0241,2024-12-24,2025-12-24,2025-12-24,True
CTR-382,ACC-382,usage-based,38078,0.0407,2025-05-15,2026-05-15,2026-05-15,False
CTR-383,ACC-383,usage-based,84234,0.0316,2025-03-08,2026-03-08,2026-03-08,True
CTR-384,ACC-384,usage-based,6236,0.0461,2025-03-08,2026-03-08,2026-03-08,True
CTR-385,ACC-385,usage-based,41366,0.026,2025-01-19,2026-01-19,2026-01-19,True
CTR-386,ACC-386,usage-based,147172,0.0218,2025-04-09,2026-04-09,2026-04-09,False
CTR-387,ACC-387,usage-based,229176,0.0236,2025-04-17,2026-04-17,2026-04-17,False
CTR-388,ACC-388,usage-based,75963,0.0295,2024-09-19,2025-09-19,2025-09-19,True
CTR-389,ACC-389,hybrid,14843,0.0313,2024-11-12,2025-11-12,2025-11-12,True
CTR-390,ACC-390,usage-based,75126,0.0167,2024-12-06,2025-12-06,2025-12-06,False
CTR-391,ACC-391,usage-based,81658,0.0395,2024-10-25,2025-10-25,2025-10-25,True
CTR-392,ACC-392,usage-based,81002,0.0381,2025-05-21,2026-05-21,2026-05-21,False
CTR-393,ACC-393,usage-based,6773,0.0407,2025-05-05,2026-05-05,2026-05-05,False
CTR-394,ACC-394,usage-based,9901,0.0414,2025-02-02,2026-02-02,2026-02-02,True
CTR-395,ACC-395,usage-based,93243,0.0195,2024-11-06,2025-11-06,2025-11-06,False
CTR-396,ACC-396,usage-based,21538,0.0332,2024-10-17,2025-10-17,2025-10-17,False
CTR-397,ACC-397,usage-based,75535,0.0268,2025-03-20,2026-03-20,2026-03-20,False
CTR-398,ACC-398,usage-based,29409,0.0293,2025-05-01,2026-05-01,2026-05-01,False
CTR-399,ACC-399,usage-based,148827,0.0094,2024-09-12,2025-09-12,2025-09-12,False
CTR-400,ACC-400,usage-based,74713,0.0359,2025-03-18,2026-03-18,2026-03-18,False
CTR-401,ACC-401,usage-based,60654,0.0209,2024-11-05,2025-11-05,2025-11-05,True
CTR-402,ACC-402,usage-based,227106,0.0185,2024-08-31,2025-08-31,2025-08-31,True
CTR-403,ACC-403,hybrid,12940,0.0325,2024-10-18,2025-10-18,2025-10-18,False
CTR-404,ACC-404,usage-based,112000,0.0387,2025-04-11,2026-04-11,2026-04-11,True
CTR-405,ACC-405,usage-based,68023,0.0274,2024-11-20,2025-11-20,2025-11-20,False
CTR-406,ACC-406,hybrid,11241,0.0412,2025-05-14,2026-05-14,2026-05-14,False
CTR-407,ACC-407,usage-based,69000,0.025,2024-11-28,2025-11-28,2025-11-28,False
CTR-408,ACC-408,usage-based,136000,0.0375,2024-10-13,2025-10-13,2025-10-13,True
CTR-409,ACC-409,usage-based,84569,0.0395,2024-07-31,2025-07-31,2025-07-31,False
CTR-410,ACC-410,usage-based,10111,0.0565,2025-04-13,2026-04-13,2026-04-13,True
CTR-411,ACC-411,usage-based,72469,0.0166,2025-03-12,2026-03-12,2026-03-12,False
CTR-412,ACC-412,hybrid,5450,0.042,2025-03-31,2026-03-31,2026-03-31,False
CTR-413,ACC-413,usage-based,19747,0.0465,2024-12-08,2025-12-08,2025-12-08,True
CTR-414,ACC-414,usage-based,72497,0.0311,2025-02-11,2026-02-11,2026-02-11,False
CTR-415,ACC-415,usage-based,20827,0.0518,2025-03-15,2026-03-15,2026-03-15,True
CTR-416,ACC-416,hybrid,17340,0.0504,2024-08-30,2025-08-30,2025-08-30,True
CTR-417,ACC-417,usage-based,40741,0.0201,2025-01-01,2026-01-01,2026-01-01,True
CTR-418,ACC-418,hybrid,13889,0.0319,2025-05-22,2026-05-22,2026-05-22,True
CTR-419,ACC-419,usage-based,49470,0.0348,2024-11-23,2025-11-23,2025-11-23,True
CTR-420,ACC-420,usage-based,25250,0.0238,2024-11-10,2025-11-10,2025-11-10,True
CTR-421,ACC-421,usage-based,48949,0.0303,2025-04-06,2026-04-06,2026-04-06,False
CTR-422,ACC-422,hybrid,20881,0.0603,2024-08-27,2025-08-27,2025-08-27,True
CTR-423,ACC-423,usage-based,36217,0.021,2024-10-04,2025-10-04,2025-10-04,True
CTR-424,ACC-424,hybrid,6302,0.0387,2024-08-28,2025-08-28,2025-08-28,False
CTR-426,ACC-426,usage-based,167443,0.0163,2024-08-17,2025-08-17,2025-08-17,True
CTR-427,ACC-427,usage-based,84816,0.0139,2024-11-27,2025-11-27,2025-11-27,False
CTR-428,ACC-428,usage-based,64975,0.0241,2024-09-12,2025-09-12,2025-09-12,False
CTR-429,ACC-429,usage-based,96255,0.0186,2024-11-09,2025-11-09,2025-11-09,True
CTR-430,ACC-430,usage-based,60368,0.0435,2025-01-31,2026-01-31,2026-01-31,True
CTR-431,ACC-431,usage-based,46399,0.0419,2025-03-17,2026-03-17,2026-03-17,True
CTR-432,ACC-432,usage-based,71834,0.0265,2025-01-30,2026-01-30,2026-01-30,False
CTR-433,ACC-433,usage-based,39752,0.0322,2024-10-20,2025-10-20,2025-10-20,False
CTR-434,ACC-434,usage-based,15790,0.0457,2025-03-20,2026-03-20,2026-03-20,True
CTR-435,ACC-435,usage-based,82000,0.038,2025-02-12,2026-02-12,2026-02-12,True
CTR-436,ACC-436,usage-based,57000,0.0276,2024-08-31,2025-08-31,2025-08-31,True
CTR-437,ACC-437,hybrid,19092,0.0648,2025-03-13,2026-03-13,2026-03-13,True
CTR-438,ACC-438,usage-based,44807,0.017,2024-08-27,2025-08-27,2025-08-27,True
CTR-439,ACC-439,usage-based,128269,0.0134,2025-03-13,2026-03-13,2026-03-13,True
CTR-440,ACC-440,usage-based,163542,0.023,2024-10-27,2025-10-27,2025-10-27,False
CTR-441,ACC-441,hybrid,14940,0.0455,2025-01-06,2026-01-06,2026-01-06,True
CTR-442,ACC-442,usage-based,129265,0.0098,2025-02-21,2026-02-21,2026-02-21,True
CTR-443,ACC-443,usage-based,73967,0.0446,2024-08-13,2025-08-13,2025-08-13,False
CTR-444,ACC-444,usage-based,63688,0.032,2025-01-28,2026-01-28,2026-01-28,True
CTR-445,ACC-445,usage-based,70000,0.0296,2025-05-13,2026-05-13,2026-05-13,False
CTR-446,ACC-446,usage-based,100834,0.0197,2024-09-24,2025-09-24,2025-09-24,True
CTR-447,ACC-447,usage-based,56920,0.0404,2024-09-28,2025-09-28,2025-09-28,False
CTR-448,ACC-448,hybrid,11028,0.0598,2024-09-17,2025-09-17,2025-09-17,False
CTR-449,ACC-449,usage-based,9506,0.0357,2025-01-31,2026-01-31,2026-01-31,True
CTR-450,ACC-450,usage-based,50777,0.0379,2025-05-19,2026-05-19,2026-05-19,False
CTR-451,ACC-451,usage-based,188277,0.0118,2025-02-12,2026-02-12,2026-02-12,True
CTR-452,ACC-452,usage-based,28334,0.0203,2024-10-14,2025-10-14,2025-10-14,False
CTR-453,ACC-453,usage-based,165169,0.0227,2025-01-20,2026-01-20,2026-01-20,False
CTR-454,ACC-454,hybrid,18266,0.0572,2024-11-13,2025-11-13,2025-11-13,False
CTR-455,ACC-455,usage-based,49831,0.0333,2024-08-25,2025-08-25,2025-08-25,True
CTR-456,ACC-456,usage-based,58121,0.0183,2024-10-05,2025-10-05,2025-10-05,True
CTR-457,ACC-457,usage-based,13051,0.0482,2024-11-05,2025-11-05,2025-11-05,True
CTR-458,ACC-458,usage-based,226197,0.0146,2025-05-01,2026-05-01,2026-05-01,True
CTR-459,ACC-459,usage-based,43082,0.0282,2024-12-22,2025-12-22,2025-12-22,False
CTR-460,ACC-460,usage-based,54234,0.02,2024-08-03,2025-08-03,2025-08-03,True
CTR-461,ACC-461,usage-based,215520,0.0234,2024-10-01,2025-10-01,2025-10-01,False
CTR-462,ACC-462,usage-based,7963,0.0553,2025-03-30,2026-03-30,2026-03-30,True
CTR-463,ACC-463,usage-based,233471,0.0239,2025-03-18,2026-03-18,2026-03-18,False
CTR-464,ACC-464,usage-based,51103,0.0247,2025-05-14,2026-05-14,2026-05-14,True
CTR-465,ACC-465,usage-based,45000,0.0302,2025-02-12,2026-02-12,2026-02-12,False
CTR-466,ACC-466,usage-based,124000,0.0268,2024-12-12,2025-12-12,2025-12-12,True
CTR-467,ACC-467,usage-based,112386,0.0096,2024-10-08,2025-10-08,2025-10-08,False
CTR-468,ACC-468,usage-based,7795,0.0483,2024-11-11,2025-11-11,2025-11-11,True
CTR-469,ACC-469,usage-based,48817,0.0315,2025-05-04,2026-05-04,2026-05-04,True
CTR-470,ACC-470,usage-based,83785,0.0251,2025-03-11,2026-03-11,2026-03-11,True
CTR-471,ACC-471,usage-based,80938,0.0193,2025-04-30,2026-04-30,2026-04-30,False
CTR-472,ACC-472,hybrid,15094,0.0408,2024-10-10,2025-10-10,2025-10-10,False
CTR-473,ACC-473,usage-based,65055,0.0204,2025-03-20,2026-03-20,2026-03-20,True
CTR-474,ACC-474,usage-based,80926,0.0186,2025-01-17,2026-01-17,2026-01-17,True
CTR-475,ACC-475,usage-based,200230,0.0165,2024-09-13,2025-09-13,2025-09-13,True
CTR-476,ACC-476,usage-based,63844,0.0415,2025-01-25,2026-01-25,2026-01-25,True
CTR-477,ACC-477,hybrid,20588,0.0459,2024-08-08,2025-08-08,2025-08-08,True
CTR-479,ACC-479,usage-based,5215,0.0386,2025-01-04,2026-01-04,2026-01-04,True
CTR-480,ACC-480,usage-based,92823,0.0111,2025-04-28,2026-04-28,2026-04-28,False
CTR-481,ACC-481,usage-based,89626,0.0105,2025-05-10,2026-05-10,2026-05-10,False
CTR-482,ACC-482,usage-based,76000,0.0316,2025-04-12,2026-04-12,2026-04-12,True
CTR-483,ACC-483,usage-based,108544,0.0151,2025-02-24,2026-02-24,2026-02-24,True
CTR-484,ACC-484,usage-based,68046,0.0235,2025-02-25,2026-02-25,2026-02-25,False
CTR-485,ACC-485,usage-based,16802,0.0626,2025-04-09,2026-04-09,2026-04-09,False
CTR-486,ACC-486,usage-based,164625,0.0143,2024-11-13,2025-11-13,2025-11-13,True
CTR-487,ACC-487,usage-based,73705,0.0278,2025-04-23,2026-04-23,2026-04-23,False
CTR-488,ACC-488,usage-based,54855,0.019,2025-01-06,2026-01-06,2026-01-06,False
CTR-489,ACC-489,usage-based,18558,0.0484,2025-02-08,2026-02-08,2026-02-08,True
CTR-490,ACC-490,usage-based,31163,0.0321,2024-08-29,2025-08-29,2025-08-29,True
CTR-491,ACC-491,usage-based,55697,0.0367,2024-12-30,2025-12-30,2025-12-30,False
CTR-492,ACC-492,usage-based,15370,0.0391,2024-11-26,2025-11-26,2025-11-26,True
CTR-493,ACC-493,usage-based,227491,0.0164,2024-09-14,2025-09-14,2025-09-14,False
CTR-494,ACC-494,usage-based,65000,0.0365,2025-01-27,2026-01-27,2026-01-27,False
CTR-495,ACC-495,hybrid,11342,0.0301,2025-05-14,2026-05-14,2026-05-14,False
CTR-496,ACC-496,usage-based,64990,0.0389,2025-02-09,2026-02-09,2026-02-09,False
CTR-497,ACC-497,usage-based,94000,0.0333,2024-12-07,2025-12-07,2025-12-07,False
CTR-498,ACC-498,hybrid,11957,0.0304,2025-02-12,2026-02-12,2026-02-12,False
CTR-499,ACC-499,usage-based,40673,0.0387,2024-12-20,2025-12-20,2025-12-20,False
CTR-500,ACC-500,usage-based,57206,0.0315,2025-05-23,2026-05-23,2026-05-23,True
CTR-501,ACC-501,usage-based,68946,0.025,2024-11-05,2025-11-05,2025-11-05,True
CTR-502,ACC-502,usage-based,78528,0.0203,2024-12-08,2025-12-08,2025-12-08,False
CTR-503,ACC-503,usage-based,205595,0.0236,2025-05-08,2026-05-08,2026-05-08,True
CTR-504,ACC-504,usage-based,55555,0.0197,2024-10-03,2025-10-03,2025-10-03,False
CTR-505,ACC-505,usage-based,201233,0.0213,2024-10-27,2025-10-27,2025-10-27,True
CTR-506,ACC-506,usage-based,78729,0.0306,2024-12-16,2025-12-16,2025-12-16,True
CTR-507,ACC-507,usage-based,37648,0.0323,2024-12-08,2025-12-08,2025-12-08,False
CTR-508,ACC-508,usage-based,97357,0.0245,2025-01-03,2026-01-03,2026-01-03,True
CTR-509,ACC-509,usage-based,46226,0.0445,2024-08-26,2025-08-26,2025-08-26,True
CTR-510,ACC-510,usage-based,61419,0.0332,2025-02-20,2026-02-20,2026-02-20,True
CTR-511,ACC-511,usage-based,80662,0.0385,2024-08-03,2025-08-03,2025-08-03,False
CTR-512,ACC-512,usage-based,70520,0.0159,2024-10-27,2025-10-27,2025-10-27,True
CTR-513,ACC-513,usage-based,210299,0.0229,2024-11-17,2025-11-17,2025-11-17,False
CTR-514,ACC-514,hybrid,14916,0.0376,2024-12-23,2025-12-23,2025-12-23,True
CTR-515,ACC-515,usage-based,31355,0.0262,2025-05-07,2026-05-07,2026-05-07,True
CTR-516,ACC-516,hybrid,8034,0.0455,2025-05-14,2026-05-14,2026-05-14,False
CTR-517,ACC-517,usage-based,21385,0.0354,2024-12-03,2025-12-03,2025-12-03,False
CTR-518,ACC-518,hybrid,15169,0.0571,2025-03-14,2026-03-14,2026-03-14,True
CTR-519,ACC-519,usage-based,82000,0.0414,2024-09-04,2025-09-04,2025-09-04,True
CTR-520,ACC-520,usage-based,133788,0.0203,2024-10-03,2025-10-03,2025-10-03,False
CTR-521,ACC-521,usage-based,8795,0.0301,2025-05-04,2026-05-04,2026-05-04,True
CTR-522,ACC-522,usage-based,45842,0.029,2025-05-03,2026-05-03,2026-05-03,True
CTR-523,ACC-523,usage-based,53000,0.0314,2024-12-18,2025-12-18,2025-12-18,True
CTR-524,ACC-524,usage-based,61850,0.0378,2025-02-08,2026-02-08,2026-02-08,False
CTR-525,ACC-525,usage-based,37143,0.0208,2025-01-05,2026-01-05,2026-01-05,False
CTR-526,ACC-526,usage-based,74645,0.0282,2025-03-27,2026-03-27,2026-03-27,False
CTR-527,ACC-527,usage-based,9892,0.0355,2025-03-29,2026-03-29,2026-03-29,True
CTR-528,ACC-528,usage-based,136000,0.0442,2024-09-05,2025-09-05,2025-09-05,True
CTR-529,ACC-529,hybrid,11769,0.049,2024-12-14,2025-12-14,2025-12-14,False
CTR-530,ACC-530,usage-based,117108,0.024,2025-01-01,2026-01-01,2026-01-01,True
CTR-532,ACC-532,usage-based,35224,0.0171,2024-12-04,2025-12-04,2025-12-04,False
CTR-533,ACC-533,hybrid,6662,0.0346,2024-09-27,2025-09-27,2025-09-27,True
CTR-534,ACC-534,hybrid,8471,0.0434,2025-04-12,2026-04-12,2026-04-12,False
CTR-535,ACC-535,hybrid,17842,0.0363,2024-10-10,2025-10-10,2025-10-10,False
CTR-536,ACC-536,usage-based,44476,0.025,2025-02-14,2026-02-14,2026-02-14,True
CTR-537,ACC-537,hybrid,20259,0.0499,2025-04-09,2026-04-09,2026-04-09,False
CTR-538,ACC-538,usage-based,105496,0.0157,2024-09-30,2025-09-30,2025-09-30,False
CTR-539,ACC-539,usage-based,39184,0.0434,2025-03-14,2026-03-14,2026-03-14,False
CTR-540,ACC-540,usage-based,83825,0.0259,2025-02-22,2026-02-22,2026-02-22,False
CTR-541,ACC-541,usage-based,75693,0.0408,2024-12-11,2025-12-11,2025-12-11,False
CTR-542,ACC-542,usage-based,207796,0.0085,2024-09-25,2025-09-25,2025-09-25,True
CTR-543,ACC-543,hybrid,16516,0.0468,2025-02-28,2026-02-28,2026-02-28,False
CTR-544,ACC-544,usage-based,171387,0.0183,2025-03-22,2026-03-22,2026-03-22,True
CTR-545,ACC-545,usage-based,50587,0.0395,2024-08-19,2025-08-19,2025-08-19,True
CTR-546,ACC-546,usage-based,45356,0.0317,2025-04-20,2026-04-20,2026-04-20,False
CTR-547,ACC-547,usage-based,58914,0.0288,2024-10-27,2025-10-27,2025-10-27,True
CTR-548,ACC-548,usage-based,64689,0.0223,2025-03-06,2026-03-06,2026-03-06,False
CTR-549,ACC-549,usage-based,180615,0.0091,2025-02-09,2026-02-09,2026-02-09,False
CTR-550,ACC-550,usage-based,75400,0.0444,2024-12-02,2025-12-02,2025-12-02,True
CTR-551,ACC-551,usage-based,35343,0.0349,2025-04-17,2026-04-17,2026-04-17,False
CTR-552,ACC-552,usage-based,73000,0.0241,2024-10-01,2025-10-01,2025-10-01,False
CTR-553,ACC-553,usage-based,225512,0.0097,2024-10-11,2025-10-11,2025-10-11,True
CTR-554,ACC-554,usage-based,160749,0.0243,2025-04-21,2026-04-21,2026-04-21,True
CTR-555,ACC-555,usage-based,68925,0.0394,2024-11-13,2025-11-13,2025-11-13,False
CTR-556,ACC-556,usage-based,88000,0.0349,2025-04-25,2026-04-25,2026-04-25,True
CTR-557,ACC-557,usage-based,137045,0.0219,2025-05-26,2026-05-26,2026-05-26,True
CTR-558,ACC-558,usage-based,67311,0.0195,2024-08-27,2025-08-27,2025-08-27,False
CTR-559,ACC-559,usage-based,106000,0.0328,2024-10-10,2025-10-10,2025-10-10,True
CTR-560,ACC-560,hybrid,11739,0.0539,2024-12-15,2025-12-15,2025-12-15,False
CTR-561,ACC-561,usage-based,229494,0.0215,2024-12-22,2025-12-22,2025-12-22,False
CTR-562,ACC-562,usage-based,71041,0.0445,2024-08-05,2025-08-05,2025-08-05,True
CTR-563,ACC-563,usage-based,62189,0.0152,2024-09-07,2025-09-07,2025-09-07,False
CTR-564,ACC-564,usage-based,79550,0.0188,2024-12-27,2025-12-27,2025-12-27,True
CTR-565,ACC-565,usage-based,48197,0.042,2025-04-29,2026-04-29,2026-04-29,True
CTR-566,ACC-566,usage-based,70095,0.0318,2024-11-24,2025-11-24,2025-11-24,True
CTR-567,ACC-567,usage-based,80442,0.0235,2025-05-11,2026-05-11,2026-05-11,True
CTR-568,ACC-568,usage-based,19146,0.0546,2024-11-06,2025-11-06,2025-11-06,False
CTR-569,ACC-569,hybrid,17543,0.0442,2024-10-16,2025-10-16,2025-10-16,True
CTR-570,ACC-570,usage-based,125458,0.0161,2025-02-19,2026-02-19,2026-02-19,False
CTR-571,ACC-571,usage-based,79268,0.0427,2024-10-25,2025-10-25,2025-10-25,True
CTR-572,ACC-572,usage-based,42905,0.0449,2025-03-23,2026-03-23,2026-03-23,True
CTR-573,ACC-573,usage-based,24760,0.0172,2025-05-18,2026-05-18,2026-05-18,True
CTR-574,ACC-574,usage-based,71273,0.0415,2024-10-15,2025-10-15,2025-10-15,True
CTR-575,ACC-575,usage-based,102194,0.0103,2024-10-26,2025-10-26,2025-10-26,False
CTR-576,ACC-576,usage-based,82561,0.0387,2024-10-21,2025-10-21,2025-10-21,True
CTR-577,ACC-577,usage-based,53779,0.0303,2024-10-08,2025-10-08,2025-10-08,False
CTR-578,ACC-578,usage-based,173141,0.0118,2024-10-21,2025-10-21,2025-10-21,True
CTR-579,ACC-579,hybrid,21323,0.0596,2024-08-01,2025-08-01,2025-08-01,False
CTR-580,ACC-580,hybrid,18462,0.0624,2024-11-20,2025-11-20,2025-11-20,True
CTR-581,ACC-581,usage-based,61000,0.0396,2024-09-21,2025-09-21,2025-09-21,False
CTR-582,ACC-582,usage-based,31416,0.0324,2025-04-16,2026-04-16,2026-04-16,True
CTR-583,ACC-583,usage-based,217994,0.0247,2025-01-03,2026-01-03,2026-01-03,False
CTR-585,ACC-585,usage-based,57878,0.0173,2025-04-11,2026-04-11,2026-04-11,True
CTR-586,ACC-586,usage-based,203850,0.0187,2025-04-17,2026-04-17,2026-04-17,False
CTR-587,ACC-587,usage-based,64176,0.0166,2024-12-02,2025-12-02,2025-12-02,True
CTR-588,ACC-588,usage-based,20363,0.0459,2024-09-28,2025-09-28,2025-09-28,False
CTR-589,ACC-589,usage-based,51591,0.0256,2024-12-27,2025-12-27,2025-12-27,False
CTR-590,ACC-590,usage-based,76000,0.0284,2024-12-22,2025-12-22,2025-12-22,False
CTR-591,ACC-591,usage-based,28025,0.0339,2025-03-01,2026-03-01,2026-03-01,True
CTR-592,ACC-592,usage-based,67012,0.0447,2025-05-13,2026-05-13,2026-05-13,False
CTR-593,ACC-593,usage-based,94000,0.0347,2025-03-23,2026-03-23,2026-03-23,True
