opportunity_id,account_id,opportunity_name,stage,amount,close_date,type,owner,created_at
OPP-REN-137,ACC-137,SilverlineLogistics Labs 137 - Annual Renewal,negotiation,87986.73,2025-12-14,renewal,Priya Patel,2025-05-11T14:00:00
OPP-REN-138,ACC-138,KeystoneLogistics Labs 138 - Annual Renewal,negotiation,26896.89,2025-07-31,renewal,Sarah Chen,2025-06-10T14:00:00
OPP-EXP-138,ACC-138,KeystoneLogistics Labs 138 - Usage Expansion,proposal,14886.77,2025-11-04,expansion,Sarah Chen,2025-06-29T14:00:00
OPP-REN-139,ACC-139,SummitLogistics Labs 139 - Annual Renewal,negotiation,140821.37,2025-11-16,renewal,Marcus Johnson,2025-06-22T14:00:00
OPP-REN-140,ACC-140,RiverbendLogistics Labs 140 - Annual Renewal,negotiation,121775.07,2025-11-09,renewal,Sarah Chen,2025-04-17T14:00:00
OPP-EXP-140,ACC-140,RiverbendLogistics Labs 140 - Usage Expansion,closed_lost,96572.96,2025-10-10,expansion,Sarah Chen,2025-06-07T14:00:00
OPP-REN-141,ACC-141,IroncladLogistics Labs 141 - Annual Renewal,qualification,525893.58,2025-11-19,renewal,Priya Patel,2025-04-18T14:00:00
OPP-REN-142,ACC-142,BrightForgeLogistics Labs 142 - Annual Renewal,qualification,136504.1,2025-07-29,renewal,James Wilson,2025-05-02T14:00:00
OPP-REN-143,ACC-143,CoreSignalLogistics Labs 143 - Annual Renewal,negotiation,122766.66,2025-11-29,renewal,Priya Patel,2025-06-06T14:00:00
OPP-EXP-143,ACC-143,CoreSignalLogistics Labs 143 - Usage Expansion,closed_lost,91292.4,2025-11-02,expansion,Priya Patel,2025-05-27T14:00:00
OPP-REN-144,ACC-144,TrueNorthLogistics Labs 144 - Annual Renewal,qualification,276292.15,2025-10-02,renewal,Sarah Chen,2025-05-21T14:00:00
OPP-REN-145,ACC-145,NorthstarAnalytics Systems 145 - Annual Renewal,negotiation,76094.29,2025-10-08,renewal,James Wilson,2025-06-15T14:00:00
OPP-REN-146,ACC-146,BluePeakAnalytics Systems 146 - Annual Renewal,qualification,177317.01,2025-12-20,renewal,Ana Rodriguez,2025-05-23T14:00:00
OPP-REN-147,ACC-147,ClearPathAnalytics Systems 147 - Annual Renewal,proposal,18072.38,2025-12-15,renewal,Marcus Johnson,2025-05-01T14:00:00
OPP-REN-148,ACC-148,EvergreenAnalytics Systems 148 - Annual Renewal,negotiation,64531.77,2025-10-24,renewal,Sarah Chen,2025-04-29T14:00:00
OPP-REN-149,ACC-149,SilverlineAnalytics Systems 149 - Annual Renewal,proposal,652044.81,2026-01-01,renewal,James Wilson,2025-04-19T14:00:00
OPP-EXP-149,ACC-149,SilverlineAnalytics Systems 149 - Usage Expansion,prospecting,305404.1,2025-10-06,expansion,James Wilson,2025-05-29T14:00:00
OPP-REN-150,ACC-150,KeystoneAnalytics Systems 150 - Annual Renewal,proposal,125552.66,2025-12-28,renewal,James Wilson,2025-06-17T14:00:00
OPP-EXP-150,ACC-150,KeystoneAnalytics Systems 150 - Usage Expansion,proposal,69736.99,2025-10-11,expansion,James Wilson,2025-06-29T14:00:00
OPP-REN-151,ACC-151,SummitAnalytics Systems 151 - Annual Renewal,qualification,16584.27,2025-11-17,renewal,Sarah Chen,2025-05-27T14:00:00
OPP-REN-152,ACC-152,RiverbendAnalytics Systems 152 - Annual Renewal,negotiation,144709.77,2025-09-08,renewal,Sarah Chen,2025-06-29T14:00:00
OPP-REN-153,ACC-153,IroncladAnalytics Systems 153 - Annual Renewal,negotiation,40270.27,2025-10-22,renewal,Marcus Johnson,2025-04-16T14:00:00
OPP-REN-154,ACC-154,BrightForgeAnalytics Systems 154 - Annual Renewal,negotiation,149924.54,2025-08-25,renewal,Ana Rodriguez,2025-06-12T14:00:00
OPP-REN-155,ACC-155,CoreSignalAnalytics Systems 155 - Annual Renewal,negotiation,122191.57,2025-10-10,renewal,James Wilson,2025-04-27T14:00:00
OPP-EXP-155,ACC-155,CoreSignalAnalytics Systems 155 - Usage Expansion,prospecting,29566.26,2025-09-10,expansion,James Wilson,2025-06-26T14:00:00
OPP-REN-156,ACC-156,TrueNorthAnalytics Systems 156 - Annual Renewal,proposal,96357.68,2025-09-08,renewal,Ana Rodriguez,2025-05-25T14:00:00
OPP-EXP-156,ACC-156,TrueNorthAnalytics Systems 156 - Usage Expansion,qualification,32716.48,2025-10-01,expansion,Ana Rodriguez,2025-06-22T14:00:00
OPP-REN-157,ACC-157,NorthstarCloud Systems 157 - Annual Renewal,negotiation,11373.94,2025-10-12,renewal,Marcus Johnson,2025-06-08T14:00:00
OPP-REN-158,ACC-158,BluePeakCloud Systems 158 - Annual Renewal,negotiation,299932.59,2025-09-10,renewal,Ana Rodriguez,2025-05-20T14:00:00
OPP-EXP-158,ACC-158,BluePeakCloud Systems 158 - Usage Expansion,closed_lost,105777.79,2025-08-24,expansion,Ana Rodriguez,2025-06-04T14:00:00
OPP-REN-159,ACC-159,ClearPathCloud Systems 159 - Annual Renewal,qualification,405251.85,2025-09-03,renewal,Ana Rodriguez,2025-05-28T14:00:00
OPP-EXP-159,ACC-159,ClearPathCloud Systems 159 - Usage Expansion,closed_lost,213619.49,2025-08-23,expansion,Ana Rodriguez,2025-05-28T14:00:00
OPP-REN-161,ACC-161,SilverlineCloud Systems 161 - Annual Renewal,proposal,206456.17,2025-12-24,renewal,Ana Rodriguez,2025-06-07T14:00:00
OPP-REN-162,ACC-162,KeystoneCloud Systems 162 - Annual Renewal,negotiation,292404.73,2025-10-04,renewal,Marcus Johnson,2025-04-27T14:00:00
OPP-REN-163,ACC-163,SummitCloud Systems 163 - Annual Renewal,proposal,209819.02,2025-07-26,renewal,Priya Patel,2025-04-16T14:00:00
OPP-REN-164,ACC-164,RiverbendCloud Systems 164 - Annual Renewal,negotiation,39320.55,2025-08-24,renewal,Sarah Chen,2025-05-27T14:00:00
OPP-REN-165,ACC-165,IroncladCloud Systems 165 - Annual Renewal,proposal,113646.52,2025-10-11,renewal,Priya Patel,2025-05-15T14:00:00
OPP-EXP-165,ACC-165,IroncladCloud Systems 165 - Usage Expansion,proposal,64829.78,2025-12-03,expansion,Priya Patel,2025-06-07T14:00:00
OPP-REN-166,ACC-166,BrightForgeCloud Systems 166 - Annual Renewal,proposal,56318.65,2025-10-24,renewal,Sarah Chen,2025-06-28T14:00:00
OPP-EXP-166,ACC-166,BrightForgeCloud Systems 166 - Usage Expansion,qualification,16953.12,2025-10-05,expansion,Sarah Chen,2025-06-21T14:00:00
OPP-REN-167,ACC-167,CoreSignalCloud Systems 167 - Annual Renewal,negotiation,86565.49,2025-09-21,renewal,Sarah Chen,2025-06-30T14:00:00
OPP-REN-168,ACC-168,TrueNorthCloud Systems 168 - Annual Renewal,qualification,27556.77,2025-10-30,renewal,Priya Patel,2025-06-02T14:00:00
OPP-EXP-168,ACC-168,TrueNorthCloud Systems 168 - Usage Expansion,closed_lost,16729.74,2025-10-24,expansion,Priya Patel,2025-06-08T14:00:00
OPP-REN-169,ACC-169,NorthstarData Systems 169 - Annual Renewal,proposal,73183.95,2025-08-27,renewal,Ana Rodriguez,2025-04-17T14:00:00
OPP-REN-170,ACC-170,BluePeakData Systems 170 - Annual Renewal,negotiation,472664.81,2025-10-22,renewal,James Wilson,2025-05-04T14:00:00
OPP-REN-171,ACC-171,ClearPathData Systems 171 - Annual Renewal,negotiation,101328.89,2025-10-20,renewal,Sarah Chen,2025-06-15T14:00:00
OPP-REN-172,ACC-172,EvergreenData Systems 172 - Annual Renewal,qualification,130193.49,2025-12-30,renewal,James Wilson,2025-05-22T14:00:00
OPP-REN-173,ACC-173,SilverlineData Systems 173 - Annual Renewal,proposal,97984.05,2025-08-26,renewal,Priya Patel,2025-06-20T14:00:00
OPP-REN-174,ACC-174,KeystoneData Systems 174 - Annual Renewal,qualification,133598.13,2025-12-17,renewal,Sarah Chen,2025-05-29T14:00:00
OPP-REN-175,ACC-175,SummitData Systems 175 - Annual Renewal,proposal,75389.69,2025-11-28,renewal,Priya Patel,2025-05-14T14:00:00
OPP-REN-176,ACC-176,RiverbendData Systems 176 - Annual Renewal,proposal,120683.29,2025-09-01,renewal,Sarah Chen,2025-04-17T14:00:00
OPP-REN-177,ACC-177,IroncladData Systems 177 - Annual Renewal,qualification,207125.75,2025-12-19,renewal,James Wilson,2025-05-28T14:00:00
OPP-EXP-177,ACC-177,IroncladData Systems 177 - Usage Expansion,qualification,157207.41,2025-10-28,expansion,James Wilson,2025-06-25T14:00:00
OPP-REN-178,ACC-178,BrightForgeData Systems 178 - Annual Renewal,qualification,495011.14,2025-12-27,renewal,Marcus Johnson,2025-05-02T14:00:00
OPP-REN-179,ACC-179,CoreSignalData Systems 179 - Annual Renewal,qualification,140300.75,2025-08-09,renewal,Sarah Chen,2025-05-27T14:00:00
OPP-REN-180,ACC-180,TrueNorthData Systems 180 - Annual Renewal,negotiation,62908.97,2025-08-15,renewal,Marcus Johnson,2025-05-17T14:00:00
OPP-EXP-180,ACC-180,TrueNorthData Systems 180 - Usage Expansion,qualification,49142.98,2025-10-07,expansion,Marcus Johnson,2025-06-19T14:00:00
OPP-REN-181,ACC-181,NorthstarMetrics Systems 181 - Annual Renewal,proposal,167563.27,2025-08-27,renewal,James Wilson,2025-06-11T14:00:00
OPP-REN-182,ACC-182,BluePeakMetrics Systems 182 - Annual Renewal,negotiation,455632.54,2025-11-29,renewal,James Wilson,2025-06-18T14:00:00
OPP-REN-183,ACC-183,ClearPathMetrics Systems 183 - Annual Renewal,negotiation,198520.07,2025-11-11,renewal,Sarah Chen,2025-05-17T14:00:00
OPP-REN-184,ACC-184,EvergreenMetrics Systems 184 - Annual Renewal,qualification,22108.04,2025-11-29,renewal,Sarah Chen,2025-05-26T14:00:00
OPP-REN-185,ACC-185,SilverlineMetrics Systems 185 - Annual Renewal,proposal,146474.91,2025-11-16,renewal,James Wilson,2025-05-09T14:00:00
OPP-REN-186,ACC-186,KeystoneMetrics Systems 186 - Annual Renewal,proposal,352561.97,2025-12-06,renewal,Ana Rodriguez,2025-06-09T14:00:00
OPP-EXP-186,ACC-186,KeystoneMetrics Systems 186 - Usage Expansion,proposal,278212.87,2025-11-16,expansion,Ana Rodriguez,2025-07-03T14:00:00
OPP-REN-187,ACC-187,SummitMetrics Systems 187 - Annual Renewal,qualification,340888.68,2025-11-06,renewal,Marcus Johnson,2025-06-10T14:00:00
OPP-EXP-187,ACC-187,SummitMetrics Systems 187 - Usage Expansion,closed_lost,167573.8,2025-08-05,expansion,Marcus Johnson,2025-07-01T14:00:00
OPP-REN-188,ACC-188,RiverbendMetrics Systems 188 - Annual Renewal,negotiation,194370.31,2025-10-12,renewal,James Wilson,2025-06-27T14:00:00
OPP-REN-189,ACC-189,IroncladMetrics Systems 189 - Annual Renewal,negotiation,31977.75,2025-10-29,renewal,James Wilson,2025-04-23T14:00:00
OPP-REN-190,ACC-190,BrightForgeMetrics Systems 190 - Annual Renewal,negotiation,12292.37,2025-11-17,renewal,Sarah Chen,2025-05-17T14:00:00
OPP-REN-191,ACC-191,CoreSignalMetrics Systems 191 - Annual Renewal,qualification,123333.2,2025-08-12,renewal,Marcus Johnson,2025-05-17T14:00:00
OPP-REN-192,ACC-192,TrueNorthMetrics Systems 192 - Annual Renewal,qualification,10544.16,2025-08-03,renewal,Priya Patel,2025-05-15T14:00:00
OPP-REN-193,ACC-193,NorthstarOps Systems 193 - Annual Renewal,qualification,56296.13,2025-08-17,renewal,Priya Patel,2025-05-22T14:00:00
OPP-REN-194,ACC-194,BluePeakOps Systems 194 - Annual Renewal,qualification,29311.17,2025-12-27,renewal,Ana Rodriguez,2025-04-12T14:00:00
OPP-REN-195,ACC-195,ClearPathOps Systems 195 - Annual Renewal,negotiation,495580.51,2025-10-02,renewal,Priya Patel,2025-04-24T14:00:00
OPP-REN-196,ACC-196,EvergreenOps Systems 196 - Annual Renewal,proposal,669168.86,2025-09-05,renewal,Sarah Chen,2025-05-15T14:00:00
OPP-REN-197,ACC-197,SilverlineOps Systems 197 - Annual Renewal,proposal,202809.48,2025-12-25,renewal,Sarah Chen,2025-05-02T14:00:00
OPP-REN-198,ACC-198,KeystoneOps Systems 198 - Annual Renewal,proposal,359231.67,2025-08-09,renewal,James Wilson,2025-04-20T14:00:00
OPP-REN-199,ACC-199,SummitOps Systems 199 - Annual Renewal,negotiation,142735.2,2025-10-24,renewal,Marcus Johnson,2025-05-07T14:00:00
OPP-EXP-199,ACC-199,SummitOps Systems 199 - Usage Expansion,prospecting,107782.8,2025-12-03,expansion,Marcus Johnson,2025-06-25T14:00:00
OPP-REN-200,ACC-200,RiverbendOps Systems 200 - Annual Renewal,qualification,615419.8,2025-08-12,renewal,Ana Rodriguez,2025-06-07T14:00:00
OPP-REN-201,ACC-201,IroncladOps Systems 201 - Annual Renewal,proposal,12866.0,2025-12-08,renewal,Priya Patel,2025-04-29T14:00:00
OPP-REN-202,ACC-202,BrightForgeOps Systems 202 - Annual Renewal,qualification,202005.72,2025-11-12,renewal,James Wilson,2025-04-28T14:00:00
OPP-REN-203,ACC-203,CoreSignalOps Systems 203 - Annual Renewal,proposal,55147.42,2025-07-29,renewal,Priya Patel,2025-06-12T14:00:00
OPP-REN-204,ACC-204,TrueNorthOps Systems 204 - Annual Renewal,qualification,117526.99,2025-09-10,renewal,Priya Patel,2025-04-11T14:00:00
OPP-REN-205,ACC-205,NorthstarRevenue Systems 205 - Annual Renewal,negotiation,372346.62,2025-10-10,renewal,James Wilson,2025-04-26T14:00:00
OPP-EXP-205,ACC-205,NorthstarRevenue Systems 205 - Usage Expansion,qualification,263232.33,2025-10-29,expansion,James Wilson,2025-07-02T14:00:00
OPP-REN-206,ACC-206,BluePeakRevenue Systems 206 - Annual Renewal,qualification,105894.73,2025-10-01,renewal,Priya Patel,2025-05-03T14:00:00
OPP-REN-207,ACC-207,ClearPathRevenue Systems 207 - Annual Renewal,negotiation,30379.81,2025-08-19,renewal,Sarah Chen,2025-06-04T14:00:00
OPP-EXP-207,ACC-207,ClearPathRevenue Systems 207 - Usage Expansion,qualification,10228.45,2025-09-13,expansion,Sarah Chen,2025-07-03T14:00:00
OPP-REN-208,ACC-208,EvergreenRevenue Systems 208 - Annual Renewal,negotiation,215301.3,2025-09-20,renewal,Ana Rodriguez,2025-04-30T14:00:00
OPP-REN-209,ACC-209,SilverlineRevenue Systems 209 - Annual Renewal,proposal,17730.6,2025-11-27,renewal,Ana Rodriguez,2025-06-17T14:00:00
OPP-REN-210,ACC-210,KeystoneRevenue Systems 210 - Annual Renewal,negotiation,29110.3,2025-10-14,renewal,Sarah Chen,2025-05-13T14:00:00
OPP-REN-211,ACC-211,SummitRevenue Systems 211 - Annual Renewal,negotiation,9134.39,2025-11-13,renewal,Marcus Johnson,2025-05-11T14:00:00
OPP-EXP-211,ACC-211,SummitRevenue Systems 211 - Usage Expansion,proposal,2511.63,2025-08-04,expansion,Marcus Johnson,2025-06-19T14:00:00
OPP-REN-212,ACC-212,RiverbendRevenue Systems 212 - Annual Renewal,qualification,115959.55,2025-10-19,renewal,Marcus Johnson,2025-06-14T14:00:00
OPP-REN-214,ACC-214,BrightForgeRevenue Systems 214 - Annual Renewal,negotiation,16736.98,2025-09-21,renewal,Priya Patel,2025-06-10T14:00:00
OPP-REN-215,ACC-215,CoreSignalRevenue Systems 215 - Annual Renewal,proposal,661446.65,2026-01-02,renewal,Marcus Johnson,2025-06-04T14:00:00
OPP-REN-216,ACC-216,TrueNorthRevenue Systems 216 - Annual Renewal,proposal,216429.72,2025-10-11,renewal,Ana Rodriguez,2025-05-01T14:00:00
OPP-REN-217,ACC-217,NorthstarWorkflow Systems 217 - Annual Renewal,negotiation,8473.23,2025-10-16,renewal,James Wilson,2025-05-06T14:00:00
OPP-REN-218,ACC-218,BluePeakWorkflow Systems 218 - Annual Renewal,proposal,88664.73,2025-08-12,renewal,James Wilson,2025-05-12T14:00:00
OPP-EXP-218,ACC-218,BluePeakWorkflow Systems 218 - Usage Expansion,closed_lost,31079.75,2025-09-03,expansion,James Wilson,2025-07-04T14:00:00
OPP-REN-219,ACC-219,ClearPathWorkflow Systems 219 - Annual Renewal,qualification,125922.88,2025-08-23,renewal,Ana Rodriguez,2025-06-13T14:00:00
OPP-REN-220,ACC-220,EvergreenWorkflow Systems 220 - Annual Renewal,negotiation,15526.48,2025-07-27,renewal,James Wilson,2025-06-24T14:00:00
OPP-REN-221,ACC-221,SilverlineWorkflow Systems 221 - Annual Renewal,qualification,66880.31,2025-08-04,renewal,Sarah Chen,2025-06-28T14:00:00
OPP-EXP-221,ACC-221,SilverlineWorkflow Systems 221 - Usage Expansion,proposal,30519.76,2025-09-11,expansion,Sarah Chen,2025-06-07T14:00:00
OPP-REN-222,ACC-222,KeystoneWorkflow Systems 222 - Annual Renewal,negotiation,297400.02,2025-11-28,renewal,Ana Rodriguez,2025-05-13T14:00:00
OPP-REN-223,ACC-223,SummitWorkflow Systems 223 - Annual Renewal,negotiation,515243.11,2025-12-18,renewal,Ana Rodriguez,2025-06-22T14:00:00
OPP-EXP-223,ACC-223,SummitWorkflow Systems 223 - Usage Expansion,closed_lost,296594.42,2025-10-11,expansion,Ana Rodriguez,2025-06-23T14:00:00
OPP-REN-224,ACC-224,RiverbendWorkflow Systems 224 - Annual Renewal,negotiation,69505.08,2025-11-08,renewal,James Wilson,2025-04-14T14:00:00
OPP-REN-225,ACC-225,IroncladWorkflow Systems 225 - Annual Renewal,qualification,114644.63,2025-10-07,renewal,Priya Patel,2025-06-11T14:00:00
OPP-REN-226,ACC-226,BrightForgeWorkflow Systems 226 - Annual Renewal,negotiation,120922.19,2025-09-04,renewal,Marcus Johnson,2025-06-12T14:00:00
OPP-REN-227,ACC-227,CoreSignalWorkflow Systems 227 - Annual Renewal,proposal,20489.39,2025-10-14,renewal,Sarah Chen,2025-04-18T14:00:00
OPP-REN-228,ACC-228,TrueNorthWorkflow Systems 228 - Annual Renewal,negotiation,241079.86,2025-10-10,renewal,James Wilson,2025-05-01T14:00:00
OPP-REN-229,ACC-229,NorthstarAutomation Systems 229 - Annual Renewal,qualification,155829.74,2026-01-01,renewal,Sarah Chen,2025-04-27T14:00:00
OPP-REN-230,ACC-230,BluePeakAutomation Systems 230 - Annual Renewal,proposal,218010.12,2025-11-10,renewal,Ana Rodriguez,2025-06-07T14:00:00
OPP-REN-231,ACC-231,ClearPathAutomation Systems 231 - Annual Renewal,qualification,26843.06,2025-08-20,renewal,Marcus Johnson,2025-06-23T14:00:00
OPP-REN-232,ACC-232,EvergreenAutomation Systems 232 - Annual Renewal,qualification,630265.52,2025-08-13,renewal,Sarah Chen,2025-05-22T14:00:00
OPP-EXP-232,ACC-232,EvergreenAutomation Systems 232 - Usage Expansion,qualification,193405.98,2025-10-11,expansion,Sarah Chen,2025-06-20T14:00:00
OPP-REN-233,ACC-233,SilverlineAutomation Systems 233 - Annual Renewal,qualification,26367.33,2025-12-06,renewal,Sarah Chen,2025-06-03T14:00:00
OPP-REN-234,ACC-234,KeystoneAutomation Systems 234 - Annual Renewal,qualification,574992.33,2025-09-30,renewal,Marcus Johnson,2025-05-27T14:00:00
OPP-REN-235,ACC-235,SummitAutomation Systems 235 - Annual Renewal,proposal,312683.75,2025-09-24,renewal,Marcus Johnson,2025-05-10T14:00:00
OPP-REN-236,ACC-236,RiverbendAutomation Systems 236 - Annual Renewal,proposal,53313.33,2025-11-13,renewal,James Wilson,2025-06-09T14:00:00
OPP-REN-237,ACC-237,IroncladAutomation Systems 237 - Annual Renewal,qualification,122456.96,2025-12-10,renewal,Marcus Johnson,2025-04-22T14:00:00
OPP-REN-238,ACC-238,BrightForgeAutomation Systems 238 - Annual Renewal,proposal,203757.8,2025-08-31,renewal,Ana Rodriguez,2025-06-18T14:00:00
OPP-REN-239,ACC-239,CoreSignalAutomation Systems 239 - Annual Renewal,negotiation,47544.81,2025-11-21,renewal,James Wilson,2025-04-26T14:00:00
OPP-REN-240,ACC-240,TrueNorthAutomation Systems 240 - Annual Renewal,qualification,129267.86,2025-10-11,renewal,James Wilson,2025-04-11T14:00:00
OPP-REN-241,ACC-241,NorthstarSecurity Systems 241 - Annual Renewal,qualification,68403.42,2025-12-29,renewal,Marcus Johnson,2025-04-14T14:00:00
OPP-REN-242,ACC-242,BluePeakSecurity Systems 242 - Annual Renewal,proposal,139607.45,2025-09-12,renewal,Priya Patel,2025-04-27T14:00:00
OPP-REN-243,ACC-243,ClearPathSecurity Systems 243 - Annual Renewal,proposal,122761.34,2025-12-19,renewal,Ana Rodriguez,2025-05-22T14:00:00
OPP-EXP-243,ACC-243,ClearPathSecurity Systems 243 - Usage Expansion,prospecting,55299.52,2025-09-28,expansion,Ana Rodriguez,2025-05-28T14:00:00
OPP-REN-244,ACC-244,EvergreenSecurity Systems 244 - Annual Renewal,negotiation,11890.08,2025-09-09,renewal,James Wilson,2025-04-26T14:00:00
OPP-REN-245,ACC-245,SilverlineSecurity Systems 245 - Annual Renewal,negotiation,189280.62,2025-07-29,renewal,James Wilson,2025-05-08T14:00:00
OPP-EXP-245,ACC-245,SilverlineSecurity Systems 245 - Usage Expansion,qualification,132773.43,2025-08-27,expansion,James Wilson,2025-05-27T14:00:00
OPP-REN-246,ACC-246,KeystoneSecurity Systems 246 - Annual Renewal,negotiation,393382.0,2025-10-21,renewal,Priya Patel,2025-04-22T14:00:00
OPP-REN-247,ACC-247,SummitSecurity Systems 247 - Annual Renewal,proposal,126419.68,2025-11-06,renewal,Sarah Chen,2025-05-07T14:00:00
OPP-REN-248,ACC-248,RiverbendSecurity Systems 248 - Annual Renewal,proposal,174536.84,2025-10-07,renewal,Priya Patel,2025-05-24T14:00:00
OPP-REN-249,ACC-249,IroncladSecurity Systems 249 - Annual Renewal,negotiation,658312.31,2025-09-23,renewal,Ana Rodriguez,2025-06-25T14:00:00
OPP-EXP-249,ACC-249,IroncladSecurity Systems 249 - Usage Expansion,prospecting,356146.87,2025-10-23,expansion,Ana Rodriguez,2025-06-10T14:00:00
OPP-REN-250,ACC-250,BrightForgeSecurity Systems 250 - Annual Renewal,qualification,356799.04,2025-10-09,renewal,James Wilson,2025-05-19T14:00:00
OPP-REN-251,ACC-251,CoreSignalSecurity Systems 251 - Annual Renewal,proposal,104593.02,2025-11-22,renewal,Ana Rodriguez,2025-04-23T14:00:00
OPP-REN-252,ACC-252,TrueNorthSecurity Systems 252 - Annual Renewal,qualification,421094.7,2025-11-26,renewal,Sarah Chen,2025-05-27T14:00:00
OPP-REN-253,ACC-253,NorthstarCommerce Systems 253 - Annual Renewal,qualification,177743.8,2025-10-19,renewal,Ana Rodriguez,2025-04-29T14:00:00
OPP-REN-254,ACC-254,BluePeakCommerce Systems 254 - Annual Renewal,proposal,141851.89,2025-09-14,renewal,Ana Rodriguez,2025-05-08T14:00:00
OPP-REN-255,ACC-255,ClearPathCommerce Systems 255 - Annual Renewal,proposal,46673.18,2025-09-11,renewal,Priya Patel,2025-04-15T14:00:00
OPP-EXP-255,ACC-255,ClearPathCommerce Systems 255 - Usage Expansion,qualification,18765.09,2025-10-26,expansion,Priya Patel,2025-05-27T14:00:00
OPP-REN-256,ACC-256,EvergreenCommerce Systems 256 - Annual Renewal,negotiation,561204.76,2025-10-13,renewal,Priya Patel,2025-05-27T14:00:00
OPP-REN-257,ACC-257,SilverlineCommerce Systems 257 - Annual Renewal,negotiation,251625.75,2025-11-05,renewal,James Wilson,2025-06-24T14:00:00
OPP-REN-258,ACC-258,KeystoneCommerce Systems 258 - Annual Renewal,qualification,214982.24,2025-08-06,renewal,Sarah Chen,2025-05-22T14:00:00
OPP-REN-259,ACC-259,SummitCommerce Systems 259 - Annual Renewal,qualification,122748.95,2025-10-05,renewal,Marcus Johnson,2025-06-01T14:00:00
OPP-REN-260,ACC-260,RiverbendCommerce Systems 260 - Annual Renewal,proposal,180276.74,2025-09-12,renewal,Ana Rodriguez,2025-05-08T14:00:00
OPP-EXP-260,ACC-260,RiverbendCommerce Systems 260 - Usage Expansion,qualification,54232.61,2025-08-01,expansion,Ana Rodriguez,2025-07-04T14:00:00
OPP-REN-261,ACC-261,IroncladCommerce Systems 261 - Annual Renewal,qualification,13289.72,2025-10-18,renewal,Sarah Chen,2025-04-20T14:00:00
OPP-EXP-261,ACC-261,IroncladCommerce Systems 261 - Usage Expansion,qualification,3078.36,2025-10-19,expansion,Sarah Chen,2025-06-25T14:00:00
OPP-REN-262,ACC-262,BrightForgeCommerce Systems 262 - Annual Renewal,proposal,128447.78,2025-08-08,renewal,James Wilson,2025-06-21T14:00:00
OPP-REN-263,ACC-263,CoreSignalCommerce Systems 263 - Annual Renewal,qualification,436173.15,2025-10-27,renewal,Priya Patel,2025-05-15T14:00:00
OPP-REN-264,ACC-264,TrueNorthCommerce Systems 264 - Annual Renewal,proposal,162770.55,2025-11-09,renewal,James Wilson,2025-06-21T14:00:00
OPP-REN-265,ACC-265,NorthstarHealth Systems 265 - Annual Renewal,qualification,81252.28,2025-10-12,renewal,Ana Rodriguez,2025-04-29T14:00:00
OPP-EXP-265,ACC-265,NorthstarHealth Systems 265 - Usage Expansion,proposal,16824.64,2025-09-09,expansion,Ana Rodriguez,2025-06-09T14:00:00
OPP-REN-267,ACC-267,ClearPathHealth Systems 267 - Annual Renewal,qualification,43375.92,2025-08-03,renewal,James Wilson,2025-06-03T14:00:00
OPP-REN-268,ACC-268,EvergreenHealth Systems 268 - Annual Renewal,negotiation,167253.48,2025-09-04,renewal,Ana Rodriguez,2025-04-22T14:00:00
OPP-REN-269,ACC-269,SilverlineHealth Systems 269 - Annual Renewal,negotiation,105041.76,2025-10-14,renewal,James Wilson,2025-06-18T14:00:00
OPP-EXP-269,ACC-269,SilverlineHealth Systems 269 - Usage Expansion,qualification,56963.96,2025-09-25,expansion,James Wilson,2025-06-22T14:00:00
OPP-REN-270,ACC-270,KeystoneHealth Systems 270 - Annual Renewal,proposal,640581.22,2025-12-12,renewal,Priya Patel,2025-05-20T14:00:00
OPP-REN-271,ACC-271,SummitHealth Systems 271 - Annual Renewal,qualification,168290.82,2025-12-10,renewal,James Wilson,2025-05-28T14:00:00
OPP-REN-272,ACC-272,RiverbendHealth Systems 272 - Annual Renewal,proposal,213983.55,2025-11-03,renewal,Marcus Johnson,2025-06-10T14:00:00
OPP-REN-273,ACC-273,IroncladHealth Systems 273 - Annual Renewal,negotiation,39272.17,2025-12-21,renewal,James Wilson,2025-06-18T14:00:00
OPP-REN-274,ACC-274,BrightForgeHealth Systems 274 - Annual Renewal,proposal,113280.07,2025-09-30,renewal,Sarah Chen,2025-06-08T14:00:00
OPP-REN-275,ACC-275,CoreSignalHealth Systems 275 - Annual Renewal,proposal,81439.83,2025-08-28,renewal,Marcus Johnson,2025-05-17T14:00:00
OPP-REN-276,ACC-276,TrueNorthHealth Systems 276 - Annual Renewal,proposal,136447.66,2026-01-05,renewal,Marcus Johnson,2025-04-29T14:00:00
OPP-EXP-276,ACC-276,TrueNorthHealth Systems 276 - Usage Expansion,closed_lost,110997.7,2025-11-29,expansion,Marcus Johnson,2025-07-02T14:00:00
OPP-REN-277,ACC-277,NorthstarLogistics Systems 277 - Annual Renewal,negotiation,187772.85,2025-09-24,renewal,Marcus Johnson,2025-05-09T14:00:00
OPP-REN-278,ACC-278,BluePeakLogistics Systems 278 - Annual Renewal,qualification,278635.9,2025-10-05,renewal,Ana Rodriguez,2025-06-10T14:00:00
OPP-REN-279,ACC-279,ClearPathLogistics Systems 279 - Annual Renewal,proposal,55412.88,2025-09-30,renewal,James Wilson,2025-05-10T14:00:00
OPP-REN-280,ACC-280,EvergreenLogistics Systems 280 - Annual Renewal,negotiation,469734.04,2025-12-08,renewal,Ana Rodriguez,2025-04-18T14:00:00
