invoice_id,account_id,billing_period_start,billing_period_end,base_amount,usage_amount,total_amount,status,issued_at
INV-252-202507,ACC-252,2025-06-10,2025-07-10,35091.22,0,35091.22,paid,2025-07-03T14:00:00
INV-253-202507,ACC-253,2025-06-10,2025-07-10,14811.98,0,14811.98,pending,2025-07-03T14:00:00
INV-254-202507,ACC-254,2025-06-10,2025-07-10,11820.99,0,11820.99,paid,2025-07-06T14:00:00
INV-255-202507,ACC-255,2025-06-10,2025-07-10,3889.43,0,3889.43,paid,2025-07-04T14:00:00
INV-256-202507,ACC-256,2025-06-10,2025-07-10,46767.06,0,46767.06,pending,2025-07-05T14:00:00
INV-257-202507,ACC-257,2025-06-10,2025-07-10,20968.81,0,20968.81,paid,2025-07-03T14:00:00
INV-258-202507,ACC-258,2025-06-10,2025-07-10,17915.19,0,17915.19,paid,2025-07-06T14:00:00
INV-259-202507,ACC-259,2025-06-10,2025-07-10,10229.08,0,10229.08,paid,2025-07-07T14:00:00
INV-260-202507,ACC-260,2025-06-10,2025-07-10,15023.06,1188.99,16212.05,paid,2025-07-09T14:00:00
INV-261-202507,ACC-261,2025-06-10,2025-07-10,1107.48,0,1107.48,paid,2025-07-03T14:00:00
INV-262-202507,ACC-262,2025-06-10,2025-07-10,10703.98,0,10703.98,paid,2025-07-08T14:00:00
INV-263-202507,ACC-263,2025-06-10,2025-07-10,36347.76,0,36347.76,paid,2025-07-04T14:00:00
INV-264-202507,ACC-264,2025-06-10,2025-07-10,13564.21,0,13564.21,paid,2025-07-05T14:00:00
INV-265-202507,ACC-265,2025-06-10,2025-07-10,6771.02,111.49,6882.51,failed,2025-07-05T14:00:00
INV-267-202507,ACC-267,2025-06-10,2025-07-10,3614.66,0,3614.66,paid,2025-07-08T14:00:00
INV-268-202507,ACC-268,2025-06-10,2025-07-10,13937.79,0,13937.79,paid,2025-07-04T14:00:00
INV-269-202507,ACC-269,2025-06-10,2025-07-10,8753.48,117.2,8870.68,past_due,2025-07-08T14:00:00
INV-270-202507,ACC-270,2025-06-10,2025-07-10,53381.77,0,53381.77,past_due,2025-07-04T14:00:00
INV-271-202507,ACC-271,2025-06-10,2025-07-10,14024.24,0,14024.24,paid,2025-07-03T14:00:00
INV-272-202507,ACC-272,2025-06-10,2025-07-10,17831.96,0,17831.96,paid,2025-07-09T14:00:00
INV-273-202507,ACC-273,2025-06-10,2025-07-10,3272.68,0,3272.68,past_due,2025-07-05T14:00:00
INV-274-202507,ACC-274,2025-06-10,2025-07-10,9440.01,0,9440.01,past_due,2025-07-03T14:00:00
INV-275-202507,ACC-275,2025-06-10,2025-07-10,6786.65,0,6786.65,pending,2025-07-03T14:00:00
INV-276-202507,ACC-276,2025-06-10,2025-07-10,11370.64,32.28,11402.92,pending,2025-07-07T14:00:00
INV-277-202507,ACC-277,2025-06-10,2025-07-10,15647.74,0,15647.74,paid,2025-07-05T14:00:00
INV-278-202507,ACC-278,2025-06-10,2025-07-10,23219.66,0,23219.66,paid,2025-07-09T14:00:00
INV-279-202507,ACC-279,2025-06-10,2025-07-10,4617.74,0,4617.74,paid,2025-07-07T14:00:00
INV-280-202507,ACC-280,2025-06-10,2025-07-10,39144.5,2365.89,41510.39,paid,2025-07-05T14:00:00
INV-281-202507,ACC-281,2025-06-10,2025-07-10,2443.78,0,2443.78,paid,2025-07-05T14:00:00
INV-282-202507,ACC-282,2025-06-10,2025-07-10,7991.84,0,7991.84,paid,2025-07-05T14:00:00
INV-283-202507,ACC-283,2025-06-10,2025-07-10,4600.49,0,4600.49,pending,2025-07-07T14:00:00
INV-284-202507,ACC-284,2025-06-10,2025-07-10,49654.03,0,49654.03,failed,2025-07-03T14:00:00
INV-285-202507,ACC-285,2025-06-10,2025-07-10,9203.16,0,9203.16,paid,2025-07-06T14:00:00
INV-286-202507,ACC-286,2025-06-10,2025-07-10,782.9,0,782.9,paid,2025-07-05T14:00:00
INV-287-202507,ACC-287,2025-06-10,2025-07-10,17706.22,0,17706.22,pending,2025-07-03T14:00:00
INV-288-202507,ACC-288,2025-06-10,2025-07-10,1639.74,0,1639.74,paid,2025-07-05T14:00:00
INV-289-202507,ACC-289,2025-06-10,2025-07-10,33239.93,0,33239.93,paid,2025-07-04T14:00:00
INV-290-202507,ACC-290,2025-06-10,2025-07-10,8897.82,0,8897.82,pending,2025-07-08T14:00:00
INV-291-202507,ACC-291,2025-06-10,2025-07-10,13570.32,0,13570.32,pending,2025-07-08T14:00:00
INV-292-202507,ACC-292,2025-06-10,2025-07-10,11776.45,0,11776.45,paid,2025-07-09T14:00:00
INV-293-202507,ACC-293,2025-06-10,2025-07-10,13239.03,0,13239.03,paid,2025-07-04T14:00:00
INV-294-202507,ACC-294,2025-06-10,2025-07-10,42650.5,0,42650.5,past_due,2025-07-09T14:00:00
INV-295-202507,ACC-295,2025-06-10,2025-07-10,9314.04,0,9314.04,paid,2025-07-07T14:00:00
INV-296-202507,ACC-296,2025-06-10,2025-07-10,13045.15,0,13045.15,pending,2025-07-07T14:00:00
INV-297-202507,ACC-297,2025-06-10,2025-07-10,17548.78,1717.24,19266.02,paid,2025-07-04T14:00:00
INV-298-202507,ACC-298,2025-06-10,2025-07-10,11042.58,21.8,11064.38,paid,2025-07-05T14:00:00
INV-299-202507,ACC-299,2025-06-10,2025-07-10,23924.69,0,23924.69,paid,2025-07-04T14:00:00
INV-300-202507,ACC-300,2025-06-10,2025-07-10,1105.68,0,1105.68,paid,2025-07-04T14:00:00
INV-301-202507,ACC-301,2025-06-10,2025-07-10,14456.55,0,14456.55,paid,2025-07-04T14:00:00
INV-302-202507,ACC-302,2025-06-10,2025-07-10,14866.9,0,14866.9,pending,2025-07-07T14:00:00
INV-303-202507,ACC-303,2025-06-10,2025-07-10,22535.25,0,22535.25,pending,2025-07-08T14:00:00
INV-304-202507,ACC-304,2025-06-10,2025-07-10,9594.4,0,9594.4,paid,2025-07-04T14:00:00
INV-305-202507,ACC-305,2025-06-10,2025-07-10,14603.29,0,14603.29,paid,2025-07-09T14:00:00
INV-306-202507,ACC-306,2025-06-10,2025-07-10,55233.19,0,55233.19,paid,2025-07-06T14:00:00
INV-307-202507,ACC-307,2025-06-10,2025-07-10,11961.22,0,11961.22,paid,2025-07-09T14:00:00
INV-308-202507,ACC-308,2025-06-10,2025-07-10,9164.44,0,9164.44,paid,2025-07-06T14:00:00
INV-309-202507,ACC-309,2025-06-10,2025-07-10,2936.9,129.86,3066.76,paid,2025-07-09T14:00:00
INV-310-202507,ACC-310,2025-06-10,2025-07-10,9006.31,0,9006.31,paid,2025-07-04T14:00:00
INV-311-202507,ACC-311,2025-06-10,2025-07-10,46796.54,2139.36,48935.9,paid,2025-07-07T14:00:00
INV-312-202507,ACC-312,2025-06-10,2025-07-10,33228.02,0,33228.02,paid,2025-07-03T14:00:00
INV-313-202507,ACC-313,2025-06-10,2025-07-10,1842.21,0,1842.21,paid,2025-07-08T14:00:00
INV-314-202507,ACC-314,2025-06-10,2025-07-10,4710.48,0,4710.48,past_due,2025-07-07T14:00:00
INV-315-202507,ACC-315,2025-06-10,2025-07-10,3044.33,0,3044.33,paid,2025-07-05T14:00:00
INV-316-202507,ACC-316,2025-06-10,2025-07-10,15808.13,0,15808.13,paid,2025-07-05T14:00:00
INV-317-202507,ACC-317,2025-06-10,2025-07-10,16936.89,0,16936.89,paid,2025-07-09T14:00:00
INV-318-202507,ACC-318,2025-06-10,2025-07-10,2221.61,0,2221.61,paid,2025-07-09T14:00:00
INV-320-202507,ACC-320,2025-06-10,2025-07-10,49861.99,0,49861.99,paid,2025-07-04T14:00:00
INV-321-202507,ACC-321,2025-06-10,2025-07-10,36473.99,0,36473.99,paid,2025-07-04T14:00:00
INV-322-202507,ACC-322,2025-06-10,2025-07-10,12619.68,0,12619.68,paid,2025-07-07T14:00:00
INV-323-202507,ACC-323,2025-06-10,2025-07-10,42842.29,0,42842.29,failed,2025-07-07T14:00:00
INV-324-202507,ACC-324,2025-06-10,2025-07-10,2208.23,0,2208.23,failed,2025-07-08T14:00:00
INV-325-202507,ACC-325,2025-06-10,2025-07-10,18052.08,0,18052.08,paid,2025-07-04T14:00:00
INV-326-202507,ACC-326,2025-06-10,2025-07-10,1643.61,0,1643.61,paid,2025-07-03T14:00:00
INV-327-202507,ACC-327,2025-06-10,2025-07-10,37750.57,0,37750.57,past_due,2025-07-06T14:00:00
INV-328-202507,ACC-328,2025-06-10,2025-07-10,6203.79,0,6203.79,paid,2025-07-06T14:00:00
INV-329-202507,ACC-329,2025-06-10,2025-07-10,10288.91,0,10288.91,paid,2025-07-06T14:00:00
INV-330-202507,ACC-330,2025-06-10,2025-07-10,3176.41,0,3176.41,paid,2025-07-04T14:00:00
INV-331-202507,ACC-331,2025-06-10,2025-07-10,2205.25,48.76,2254.01,paid,2025-07-03T14:00:00
INV-332-202507,ACC-332,2025-06-10,2025-07-10,15082.48,0,15082.48,pending,2025-07-04T14:00:00
INV-333-202507,ACC-333,2025-06-10,2025-07-10,1904.7,0,1904.7,pending,2025-07-03T14:00:00
INV-334-202507,ACC-334,2025-06-10,2025-07-10,10860.35,1151.18,12011.53,paid,2025-07-09T14:00:00
INV-335-202507,ACC-335,2025-06-10,2025-07-10,15383.7,0,15383.7,paid,2025-07-05T14:00:00
INV-336-202507,ACC-336,2025-06-10,2025-07-10,15698.06,38.79,15736.85,paid,2025-07-08T14:00:00
INV-337-202507,ACC-337,2025-06-10,2025-07-10,28663.33,0,28663.33,past_due,2025-07-04T14:00:00
INV-338-202507,ACC-338,2025-06-10,2025-07-10,9820.72,0,9820.72,paid,2025-07-04T14:00:00
INV-339-202507,ACC-339,2025-06-10,2025-07-10,51251.55,0,51251.55,pending,2025-07-08T14:00:00
INV-340-202507,ACC-340,2025-06-10,2025-07-10,55834.47,0,55834.47,paid,2025-07-04T14:00:00
INV-341-202507,ACC-341,2025-06-10,2025-07-10,8889.11,0,8889.11,pending,2025-07-06T14:00:00
INV-342-202507,ACC-342,2025-06-10,2025-07-10,13558.32,1988.38,15546.7,paid,2025-07-03T14:00:00
INV-343-202507,ACC-343,2025-06-10,2025-07-10,15047.98,0,15047.98,paid,2025-07-07T14:00:00
INV-344-202507,ACC-344,2025-06-10,2025-07-10,758.43,0,758.43,paid,2025-07-09T14:00:00
INV-345-202507,ACC-345,2025-06-10,2025-07-10,4640.47,0,4640.47,paid,2025-07-06T14:00:00
INV-346-202507,ACC-346,2025-06-10,2025-07-10,13135.15,0,13135.15,paid,2025-07-06T14:00:00
INV-347-202507,ACC-347,2025-06-10,2025-07-10,10902.49,0,10902.49,pending,2025-07-06T14:00:00
INV-348-202507,ACC-348,2025-06-10,2025-07-10,25845.41,0,25845.41,paid,2025-07-05T14:00:00
INV-349-202507,ACC-349,2025-06-10,2025-07-10,17094.44,0,17094.44,past_due,2025-07-03T14:00:00
INV-350-202507,ACC-350,2025-06-10,2025-07-10,18085.5,0,18085.5,paid,2025-07-03T14:00:00
INV-351-202507,ACC-351,2025-06-10,2025-07-10,3408.09,0,3408.09,pending,2025-07-07T14:00:00
INV-352-202507,ACC-352,2025-06-10,2025-07-10,16721.42,0,16721.42,paid,2025-07-04T14:00:00
INV-353-202507,ACC-353,2025-06-10,2025-07-10,6826.25,85.78,6912.03,paid,2025-07-04T14:00:00
INV-354-202507,ACC-354,2025-06-10,2025-07-10,741.14,0,741.14,paid,2025-07-07T14:00:00
INV-355-202507,ACC-355,2025-06-10,2025-07-10,4778.86,0,4778.86,paid,2025-07-07T14:00:00
INV-356-202507,ACC-356,2025-06-10,2025-07-10,11297.82,0,11297.82,pending,2025-07-06T14:00:00
INV-357-202507,ACC-357,2025-06-10,2025-07-10,28209.49,0,28209.49,paid,2025-07-06T14:00:00
INV-358-202507,ACC-358,2025-06-10,2025-07-10,8610.3,0,8610.3,paid,2025-07-05T14:00:00
INV-359-202507,ACC-359,2025-06-10,2025-07-10,5413.99,0,5413.99,paid,2025-07-05T14:00:00
INV-360-202507,ACC-360,2025-06-10,2025-07-10,21375.64,0,21375.64,pending,2025-07-04T14:00:00
INV-361-202507,ACC-361,2025-06-10,2025-07-10,1305.5,0,1305.5,paid,2025-07-09T14:00:00
INV-362-202507,ACC-362,2025-06-10,2025-07-10,2227.38,0,2227.38,paid,2025-07-07T14:00:00
INV-363-202507,ACC-363,2025-06-10,2025-07-10,41707.81,0,41707.81,pending,2025-07-06T14:00:00
INV-364-202507,ACC-364,2025-06-10,2025-07-10,41019.97,269.22,41289.19,paid,2025-07-06T14:00:00
INV-365-202507,ACC-365,2025-06-10,2025-07-10,50990.88,0,50990.88,pending,2025-07-09T14:00:00
INV-366-202507,ACC-366,2025-06-10,2025-07-10,7425.73,0,7425.73,paid,2025-07-03T14:00:00
INV-367-202507,ACC-367,2025-06-10,2025-07-10,3949.24,0,3949.24,paid,2025-07-04T14:00:00
INV-368-202507,ACC-368,2025-06-10,2025-07-10,2035.01,0,2035.01,paid,2025-07-07T14:00:00
INV-369-202507,ACC-369,2025-06-10,2025-07-10,5844.86,0,5844.86,paid,2025-07-05T14:00:00
INV-370-202507,ACC-370,2025-06-10,2025-07-10,40277.51,0,40277.51,pending,2025-07-09T14:00:00
INV-371-202507,ACC-371,2025-06-10,2025-07-10,8623.0,1864.41,10487.41,paid,2025-07-03T14:00:00
INV-373-202507,ACC-373,2025-06-10,2025-07-10,33733.17,1095.8,34828.97,paid,2025-07-07T14:00:00
INV-374-202507,ACC-374,2025-06-10,2025-07-10,9198.22,0,9198.22,paid,2025-07-03T14:00:00
INV-375-202507,ACC-375,2025-06-10,2025-07-10,3223.21,0,3223.21,paid,2025-07-07T14:00:00
INV-376-202507,ACC-376,2025-06-10,2025-07-10,10890.94,0,10890.94,paid,2025-07-03T14:00:00
INV-377-202507,ACC-377,2025-06-10,2025-07-10,2075.88,0,2075.88,failed,2025-07-05T14:00:00
INV-378-202507,ACC-378,2025-06-10,2025-07-10,1276.24,0,1276.24,paid,2025-07-05T14:00:00
INV-379-202507,ACC-379,2025-06-10,2025-07-10,16588.04,0,16588.04,past_due,2025-07-09T14:00:00
INV-380-202507,ACC-380,2025-06-10,2025-07-10,19479.05,0,19479.05,pending,2025-07-04T14:00:00
INV-381-202507,ACC-381,2025-06-10,2025-07-10,9481.6,0,9481.6,paid,2025-07-07T14:00:00
INV-382-202507,ACC-382,2025-06-10,2025-07-10,6387.39,0,6387.39,paid,2025-07-06T14:00:00
INV-383-202507,ACC-383,2025-06-10,2025-07-10,10180.26,0,10180.26,paid,2025-07-04T14:00:00
INV-384-202507,ACC-384,2025-06-10,2025-07-10,2594.46,0,2594.46,pending,2025-07-08T14:00:00
INV-385-202507,ACC-385,2025-06-10,2025-07-10,18137.35,0,18137.35,paid,2025-07-04T14:00:00
INV-386-202507,ACC-386,2025-06-10,2025-07-10,40102.62,134.27,40236.89,paid,2025-07-03T14:00:00
INV-387-202507,ACC-387,2025-06-10,2025-07-10,20709.85,0,20709.85,paid,2025-07-08T14:00:00
INV-388-202507,ACC-388,2025-06-10,2025-07-10,12492.86,0,12492.86,paid,2025-07-03T14:00:00
INV-389-202507,ACC-389,2025-06-10,2025-07-10,1569.17,0,1569.17,past_due,2025-07-09T14:00:00
INV-390-202507,ACC-390,2025-06-10,2025-07-10,15786.29,0,15786.29,paid,2025-07-05T14:00:00
INV-391-202507,ACC-391,2025-06-10,2025-07-10,10544.24,0,10544.24,paid,2025-07-03T14:00:00
INV-392-202507,ACC-392,2025-06-10,2025-07-10,18035.15,0,18035.15,paid,2025-07-03T14:00:00
INV-393-202507,ACC-393,2025-06-10,2025-07-10,3137.61,0,3137.61,paid,2025-07-08T14:00:00
INV-394-202507,ACC-394,2025-06-10,2025-07-10,2884.89,0,2884.89,past_due,2025-07-03T14:00:00
INV-395-202507,ACC-395,2025-06-10,2025-07-10,41209.39,0,41209.39,failed,2025-07-08T14:00:00
INV-396-202507,ACC-396,2025-06-10,2025-07-10,1352.89,0,1352.89,pending,2025-07-04T14:00:00
INV-397-202507,ACC-397,2025-06-10,2025-07-10,5746.23,70.89,5817.12,paid,2025-07-05T14:00:00
INV-398-202507,ACC-398,2025-06-10,2025-07-10,17154.39,0,17154.39,paid,2025-07-08T14:00:00
INV-399-202507,ACC-399,2025-06-10,2025-07-10,28543.73,0,28543.73,paid,2025-07-03T14:00:00
INV-400-202507,ACC-400,2025-06-10,2025-07-10,6068.87,0,6068.87,paid,2025-07-05T14:00:00
INV-401-202507,ACC-401,2025-06-10,2025-07-10,14951.18,0,14951.18,paid,2025-07-04T14:00:00
INV-402-202507,ACC-402,2025-06-10,2025-07-10,25271.63,0,25271.63,paid,2025-07-07T14:00:00
INV-403-202507,ACC-403,2025-06-10,2025-07-10,3449.74,77.8,3527.54,paid,2025-07-07T14:00:00
INV-404-202507,ACC-404,2025-06-10,2025-07-10,38353.65,1868.59,40222.24,paid,2025-07-03T14:00:00
INV-405-202507,ACC-405,2025-06-10,2025-07-10,11557.33,0,11557.33,paid,2025-07-03T14:00:00
INV-406-202507,ACC-406,2025-06-10,2025-07-10,1489.62,0,1489.62,paid,2025-07-09T14:00:00
INV-407-202507,ACC-407,2025-06-10,2025-07-10,14585.52,0,14585.52,pending,2025-07-08T14:00:00
INV-408-202507,ACC-408,2025-06-10,2025-07-10,53876.0,1441.69,55317.69,pending,2025-07-05T14:00:00
INV-409-202507,ACC-409,2025-06-10,2025-07-10,12204.65,0,12204.65,paid,2025-07-06T14:00:00
INV-410-202507,ACC-410,2025-06-10,2025-07-10,1306.07,0,1306.07,paid,2025-07-03T14:00:00
INV-411-202507,ACC-411,2025-06-10,2025-07-10,10507.32,0,10507.32,paid,2025-07-08T14:00:00
INV-412-202507,ACC-412,2025-06-10,2025-07-10,1114.17,0,1114.17,paid,2025-07-08T14:00:00
INV-413-202507,ACC-413,2025-06-10,2025-07-10,1576.64,0,1576.64,paid,2025-07-07T14:00:00
INV-414-202507,ACC-414,2025-06-10,2025-07-10,14226.25,0,14226.25,paid,2025-07-04T14:00:00
INV-415-202507,ACC-415,2025-06-10,2025-07-10,1164.73,0,1164.73,paid,2025-07-06T14:00:00
INV-416-202507,ACC-416,2025-06-10,2025-07-10,3392.71,0,3392.71,paid,2025-07-06T14:00:00
INV-417-202507,ACC-417,2025-06-10,2025-07-10,5091.63,0,5091.63,paid,2025-07-06T14:00:00
INV-418-202507,ACC-418,2025-06-10,2025-07-10,2206.02,0,2206.02,paid,2025-07-08T14:00:00
INV-419-202507,ACC-419,2025-06-10,2025-07-10,15497.41,0,15497.41,pending,2025-07-07T14:00:00
INV-420-202507,ACC-420,2025-06-10,2025-07-10,7316.1,0,7316.1,paid,2025-07-05T14:00:00
INV-421-202507,ACC-421,2025-06-10,2025-07-10,7876.19,0,7876.19,paid,2025-07-06T14:00:00
INV-422-202507,ACC-422,2025-06-10,2025-07-10,3208.29,0,3208.29,past_due,2025-07-06T14:00:00
INV-423-202507,ACC-423,2025-06-10,2025-07-10,4914.88,0,4914.88,pending,2025-07-08T14:00:00
INV-424-202507,ACC-424,2025-06-10,2025-07-10,686.02,0,686.02,pending,2025-07-09T14:00:00
INV-426-202507,ACC-426,2025-06-10,2025-07-10,29981.34,0,29981.34,pending,2025-07-04T14:00:00
INV-427-202507,ACC-427,2025-06-10,2025-07-10,27783.6,0,27783.6,pending,2025-07-03T14:00:00
INV-428-202507,ACC-428,2025-06-10,2025-07-10,13739.31,0,13739.31,paid,2025-07-08T14:00:00
INV-429-202507,ACC-429,2025-06-10,2025-07-10,54890.02,0,54890.02,paid,2025-07-09T14:00:00
INV-430-202507,ACC-430,2025-06-10,2025-07-10,12485.13,0,12485.13,paid,2025-07-03T14:00:00
INV-431-202507,ACC-431,2025-06-10,2025-07-10,15396.26,0,15396.26,paid,2025-07-07T14:00:00
INV-432-202507,ACC-432,2025-06-10,2025-07-10,16451.5,0,16451.5,past_due,2025-07-08T14:00:00
INV-433-202507,ACC-433,2025-06-10,2025-07-10,8866.48,0,8866.48,paid,2025-07-06T14:00:00
INV-434-202507,ACC-434,2025-06-10,2025-07-10,3224.85,0,3224.85,paid,2025-07-03T14:00:00
INV-435-202507,ACC-435,2025-06-10,2025-07-10,50603.58,1293.06,51896.64,paid,2025-07-08T14:00:00
INV-436-202507,ACC-436,2025-06-10,2025-07-10,39297.82,0.01,39297.83,paid,2025-07-08T14:00:00
INV-437-202507,ACC-437,2025-06-10,2025-07-10,1951.39,0,1951.39,pending,2025-07-07T14:00:00
INV-438-202507,ACC-438,2025-06-10,2025-07-10,13479.39,0,13479.39,paid,2025-07-04T14:00:00
INV-439-202507,ACC-439,2025-06-10,2025-07-10,15125.64,0,15125.64,paid,2025-07-04T14:00:00
INV-440-202507,ACC-440,2025-06-10,2025-07-10,29355.37,0,29355.37,pending,2025-07-07T14:00:00
INV-441-202507,ACC-441,2025-06-10,2025-07-10,862.22,70.48,932.7,paid,2025-07-09T14:00:00
INV-442-202507,ACC-442,2025-06-10,2025-07-10,20642.87,0,20642.87,paid,2025-07-03T14:00:00
INV-443-202507,ACC-443,2025-06-10,2025-07-10,17103.87,0,17103.87,past_due,2025-07-03T14:00:00
INV-444-202507,ACC-444,2025-06-10,2025-07-10,13316.59,0,13316.59,paid,2025-07-07T14:00:00
INV-445-202507,ACC-445,2025-06-10,2025-07-10,5259.72,882.7,6142.42,paid,2025-07-06T14:00:00
INV-446-202507,ACC-446,2025-06-10,2025-07-10,55780.18,0,55780.18,paid,2025-07-07T14:00:00
INV-447-202507,ACC-447,2025-06-10,2025-07-10,14166.56,0,14166.56,paid,2025-07-05T14:00:00
INV-448-202507,ACC-448,2025-06-10,2025-07-10,1367.95,0,1367.95,paid,2025-07-07T14:00:00
INV-449-202507,ACC-449,2025-06-10,2025-07-10,2720.9,0,2720.9,paid,2025-07-04T14:00:00
INV-450-202507,ACC-450,2025-06-10,2025-07-10,16609.06,0,16609.06,paid,2025-07-04T14:00:00
INV-451-202507,ACC-451,2025-06-10,2025-07-10,39747.67,0,39747.67,paid,2025-07-03T14:00:00
INV-452-202507,ACC-452,2025-06-10,2025-07-10,4222.03,46.37,4268.4,paid,2025-07-06T14:00:00
INV-453-202507,ACC-453,2025-06-10,2025-07-10,24052.88,0,24052.88,past_due,2025-07-04T14:00:00
INV-454-202507,ACC-454,2025-06-10,2025-07-10,1330.12,0,1330.12,pending,2025-07-04T14:00:00
INV-455-202507,ACC-455,2025-06-10,2025-07-10,8256.53,0,8256.53,pending,2025-07-08T14:00:00
INV-456-202507,ACC-456,2025-06-10,2025-07-10,9634.48,0,9634.48,pending,2025-07-08T14:00:00
INV-457-202507,ACC-457,2025-06-10,2025-07-10,3159.19,0,3159.19,paid,2025-07-08T14:00:00
INV-458-202507,ACC-458,2025-06-10,2025-07-10,29350.62,0,29350.62,pending,2025-07-03T14:00:00
INV-459-202507,ACC-459,2025-06-10,2025-07-10,9555.84,0,9555.84,paid,2025-07-09T14:00:00
INV-460-202507,ACC-460,2025-06-10,2025-07-10,10523.86,0,10523.86,paid,2025-07-03T14:00:00
INV-461-202507,ACC-461,2025-06-10,2025-07-10,34292.72,0,34292.72,paid,2025-07-04T14:00:00
INV-462-202507,ACC-462,2025-06-10,2025-07-10,2245.65,0,2245.65,paid,2025-07-08T14:00:00
INV-463-202507,ACC-463,2025-06-10,2025-07-10,41946.08,396.52,42342.6,paid,2025-07-05T14:00:00
INV-464-202507,ACC-464,2025-06-10,2025-07-10,15802.86,0,15802.86,paid,2025-07-05T14:00:00
INV-465-202507,ACC-465,2025-06-10,2025-07-10,12443.34,0.01,12443.35,paid,2025-07-05T14:00:00
INV-466-202507,ACC-466,2025-06-10,2025-07-10,14243.86,1516.59,15760.45,paid,2025-07-08T14:00:00
INV-467-202507,ACC-467,2025-06-10,2025-07-10,52793.03,0,52793.03,paid,2025-07-09T14:00:00
INV-468-202507,ACC-468,2025-06-10,2025-07-10,3392.55,0,3392.55,paid,2025-07-05T14:00:00
INV-469-202507,ACC-469,2025-06-10,2025-07-10,6533.61,0,6533.61,paid,2025-07-08T14:00:00
INV-470-202507,ACC-470,2025-06-10,2025-07-10,9146.48,103.66,9250.14,paid,2025-07-06T14:00:00
INV-471-202507,ACC-471,2025-06-10,2025-07-10,11106.78,0,11106.78,paid,2025-07-03T14:00:00
INV-472-202507,ACC-472,2025-06-10,2025-07-10,2713.51,0,2713.51,paid,2025-07-05T14:00:00
INV-473-202507,ACC-473,2025-06-10,2025-07-10,11844.12,0,11844.12,paid,2025-07-09T14:00:00
INV-474-202507,ACC-474,2025-06-10,2025-07-10,53948.26,0,53948.26,past_due,2025-07-07T14:00:00
INV-475-202507,ACC-475,2025-06-10,2025-07-10,28744.39,0,28744.39,paid,2025-07-09T14:00:00
INV-476-202507,ACC-476,2025-06-10,2025-07-10,11667.86,0,11667.86,paid,2025-07-05T14:00:00
INV-477-202507,ACC-477,2025-06-10,2025-07-10,3405.11,0,3405.11,paid,2025-07-08T14:00:00
INV-479-202507,ACC-479,2025-06-10,2025-07-10,2151.18,0,2151.18,paid,2025-07-05T14:00:00
INV-480-202507,ACC-480,2025-06-10,2025-07-10,41279.24,0,41279.24,past_due,2025-07-08T14:00:00
INV-481-202507,ACC-481,2025-06-10,2025-07-10,34000.4,0,34000.4,paid,2025-07-04T14:00:00
INV-482-202507,ACC-482,2025-06-10,2025-07-10,40688.31,836.23,41524.54,paid,2025-07-07T14:00:00
INV-483-202507,ACC-483,2025-06-10,2025-07-10,37985.15,0,37985.15,paid,2025-07-03T14:00:00
INV-484-202507,ACC-484,2025-06-10,2025-07-10,11446.78,0,11446.78,paid,2025-07-09T14:00:00
INV-485-202507,ACC-485,2025-06-10,2025-07-10,2576.43,69.05,2645.48,paid,2025-07-03T14:00:00
INV-486-202507,ACC-486,2025-06-10,2025-07-10,22997.17,0,22997.17,paid,2025-07-06T14:00:00
INV-487-202507,ACC-487,2025-06-10,2025-07-10,15291.56,0,15291.56,pending,2025-07-06T14:00:00
INV-488-202507,ACC-488,2025-06-10,2025-07-10,7107.58,0,7107.58,paid,2025-07-09T14:00:00
INV-489-202507,ACC-489,2025-06-10,2025-07-10,895.08,0,895.08,paid,2025-07-07T14:00:00
INV-490-202507,ACC-490,2025-06-10,2025-07-10,10560.74,0,10560.74,paid,2025-07-03T14:00:00
INV-491-202507,ACC-491,2025-06-10,2025-07-10,9936.33,0,9936.33,paid,2025-07-06T14:00:00
INV-492-202507,ACC-492,2025-06-10,2025-07-10,3270.93,0,3270.93,pending,2025-07-06T14:00:00
INV-493-202507,ACC-493,2025-06-10,2025-07-10,53506.64,0,53506.64,paid,2025-07-08T14:00:00
INV-494-202507,ACC-494,2025-06-10,2025-07-10,6160.43,0.01,6160.44,pending,2025-07-06T14:00:00
INV-495-202507,ACC-495,2025-06-10,2025-07-10,2798.05,0,2798.05,paid,2025-07-06T14:00:00
INV-496-202507,ACC-496,2025-06-10,2025-07-10,11905.99,168.59,12074.58,pending,2025-07-05T14:00:00
INV-497-202507,ACC-497,2025-06-10,2025-07-10,45822.72,2105.13,47927.85,pending,2025-07-05T14:00:00
INV-498-202507,ACC-498,2025-06-10,2025-07-10,818.81,0,818.81,pending,2025-07-06T14:00:00
INV-499-202507,ACC-499,2025-06-10,2025-07-10,12605.67,0,12605.67,paid,2025-07-09T14:00:00
INV-500-202507,ACC-500,2025-06-10,2025-07-10,12906.16,0,12906.16,paid,2025-07-05T14:00:00
INV-501-202507,ACC-501,2025-06-10,2025-07-10,17460.29,0,17460.29,pending,2025-07-08T14:00:00
INV-502-202507,ACC-502,2025-06-10,2025-07-10,9137.75,0,9137.75,paid,2025-07-03T14:00:00
INV-503-202507,ACC-503,2025-06-10,2025-07-10,18062.78,0,18062.78,paid,2025-07-08T14:00:00
