spend_id,campaign_name,channel,spend_amount,attributed_revenue,leads_generated,spend_date,source_system
17fee7f3-c9d,Partner Co-Marketing,events,2693.24,1790.95,67,2025-06-11,marketing_platform
78e888fd-b16,RevOps Field Dinner,events,6928.89,11082.46,12,2025-06-11,marketing_platform
a5679b96-931,Finance Leader Roundtable,google_ads,3341.4,3425.89,67,2025-06-11,marketing_platform
5ac324e0-dcc,Analyst Report Sponsorship,linkedin,4322.69,2322.78,4,2025-06-10,marketing_platform
079c560f-ed2,Cloud Analytics Content Hub,content_marketing,4897.9,10653.41,68,2025-06-10,marketing_platform
824d0b6b-686,Google Ads - Product,linkedin,808.78,1366.09,62,2025-06-10,marketing_platform
79244966-782,Annual User Conference,linkedin,4257.83,2634.3,58,2025-06-10,marketing_platform
b25b4633-322,Enterprise Webinar Series,content_marketing,1262.52,670.81,45,2025-06-10,marketing_platform
2fd90d61-4df,Finance Leader Roundtable,linkedin,1468.4,4700.48,65,2025-06-10,marketing_platform
0d4f5fdc-452,Google Ads - Brand,content_marketing,3732.1,9407.36,57,2025-06-10,marketing_platform
7e09ab46-e53,Competitive Takeout,webinars,6078.92,11049.03,37,2025-06-09,marketing_platform
7f383815-3a3,Usage Expansion Plays,events,915.19,1556.37,8,2025-06-09,marketing_platform
5c58b03f-3c6,Enterprise Webinar Series,email,4288.51,3707.91,10,2025-06-09,marketing_platform
660dae21-94e,Partner Co-Marketing,webinars,8902.08,6499.57,15,2025-06-09,marketing_platform
c3f806b7-866,Customer Proof Campaign,linkedin,1729.99,1321.37,56,2025-06-09,marketing_platform
3a12b189-00a,Email Nurture - Enterprise,content_marketing,2771.0,9237.14,35,2025-06-09,marketing_platform
a1dbbc6f-f53,Cloud Analytics Content Hub,email,7984.14,20947.01,58,2025-06-09,marketing_platform
c794a1ef-9c1,Annual User Conference,content_marketing,3578.84,7783.79,17,2025-06-08,marketing_platform
7715a4c3-2b4,Google Ads - Brand,webinars,1156.12,3051.64,9,2025-06-08,marketing_platform
69fb259b-acc,Finance Leader Roundtable,email,2602.26,6404.79,18,2025-06-08,marketing_platform
fb81093d-2a7,Enterprise Webinar Series,events,6270.08,18539.09,45,2025-06-08,marketing_platform
c5047353-5d1,Cloud Analytics Content Hub,email,7533.49,3282.01,53,2025-06-08,marketing_platform
3f05a464-6fc,LinkedIn ABM Campaign,google_ads,9379.05,27436.94,68,2025-06-08,marketing_platform
05bbaddb-490,RevOps Field Dinner,content_marketing,5313.55,5016.14,36,2025-06-08,marketing_platform
0bbf9fe6-8e3,Product-Led Growth Retargeting,email,5528.58,14444.46,19,2025-06-08,marketing_platform
2b703c91-1bb,Partner Co-Marketing,webinars,9448.87,30650.37,36,2025-06-08,marketing_platform
3012804f-2f5,Google Ads - Product,linkedin,8602.91,3042.85,17,2025-06-08,marketing_platform
194847f3-7f9,Customer Proof Campaign,events,4175.2,12515.62,74,2025-06-07,marketing_platform
6da7f651-901,Annual User Conference,content_marketing,2708.94,3330.4,49,2025-06-07,marketing_platform
2247487c-f21,Partner Co-Marketing,webinars,6888.45,10005.34,61,2025-06-07,marketing_platform
c0b6db01-dd6,Competitive Takeout,content_marketing,3358.63,7047.39,51,2025-06-07,marketing_platform
83b487f7-ff1,Cloud Analytics Content Hub,events,4095.86,5317.97,30,2025-06-07,marketing_platform
0ea008c0-447,Finance Leader Roundtable,linkedin,2405.92,2575.06,57,2025-06-07,marketing_platform
6865351f-98a,Google Ads - Product,webinars,4018.55,7596.75,20,2025-06-07,marketing_platform
b65f7ef0-232,RevOps Field Dinner,email,7662.03,12497.52,71,2025-06-06,marketing_platform
6d8d2fce-38b,Email Nurture - Enterprise,webinars,3586.47,5107.14,19,2025-06-06,marketing_platform
5f5466ab-d3a,Annual User Conference,webinars,4282.09,7308.57,21,2025-06-06,marketing_platform
a6a4ec2b-39c,Usage Expansion Plays,webinars,6439.71,4088.33,59,2025-06-06,marketing_platform
efa370b7-3f3,LinkedIn ABM Campaign,google_ads,8776.78,14396.26,20,2025-06-06,marketing_platform
00b00361-5f5,Cloud Analytics Content Hub,events,7035.96,10937.25,12,2025-06-06,marketing_platform
81da749d-a88,Product-Led Growth Retargeting,google_ads,8828.3,3680.62,70,2025-06-06,marketing_platform
22f81690-5c3,Finance Leader Roundtable,events,3649.51,7141.76,25,2025-06-06,marketing_platform
957ef45d-9e4,Customer Proof Campaign,content_marketing,5306.95,2496.28,60,2025-06-06,marketing_platform
6c7c9721-949,Google Ads - Brand,google_ads,7919.57,2949.92,68,2025-06-06,marketing_platform
07c1f472-84c,Product-Led Growth Retargeting,events,4890.88,12705.03,39,2025-06-05,marketing_platform
cda701d7-ca4,Partner Co-Marketing,content_marketing,4687.34,11531.81,69,2025-06-05,marketing_platform
52c474f7-78b,Annual User Conference,google_ads,5130.5,10075.1,40,2025-06-05,marketing_platform
ead8ffc9-6cc,Google Ads - Brand,google_ads,1676.57,5043.06,34,2025-06-05,marketing_platform
e60dd982-727,Competitive Takeout,webinars,6374.46,14700.87,75,2025-06-05,marketing_platform
1780ed10-96d,Email Nurture - Enterprise,email,7394.02,11389.19,64,2025-06-05,marketing_platform
b95977d6-969,Analyst Report Sponsorship,linkedin,4191.3,11416.01,32,2025-06-05,marketing_platform
ee785686-564,Google Ads - Brand,webinars,9123.21,12849.37,41,2025-06-04,marketing_platform
b76a7927-e93,Partner Co-Marketing,google_ads,4218.69,8368.92,57,2025-06-04,marketing_platform
44ed458b-a67,Usage Expansion Plays,google_ads,4547.2,11892.26,18,2025-06-04,marketing_platform
f58730ff-c4a,Analyst Report Sponsorship,webinars,799.79,2016.66,3,2025-06-04,marketing_platform
022679b9-815,Customer Proof Campaign,content_marketing,5787.62,6946.46,1,2025-06-04,marketing_platform
7d07cbbd-d49,Enterprise Webinar Series,google_ads,7663.73,5777.87,17,2025-06-04,marketing_platform
3e00bf9c-e1c,Finance Leader Roundtable,linkedin,9194.35,17324.17,33,2025-06-04,marketing_platform
d3639c76-ec3,Email Nurture - Enterprise,email,7743.29,24542.19,28,2025-06-04,marketing_platform
9ed2e9c3-a1b,Competitive Takeout,linkedin,6149.59,17078.1,65,2025-06-04,marketing_platform
75d181ae-403,Developer Community Events,content_marketing,2513.92,4032.91,60,2025-06-04,marketing_platform
1bcb8291-7af,Competitive Takeout,webinars,7379.29,3636.45,35,2025-06-03,marketing_platform
a89d8e59-f44,Partner Co-Marketing,email,1470.85,4156.42,60,2025-06-03,marketing_platform
9ace5634-9f0,Customer Proof Campaign,content_marketing,457.5,1412.53,56,2025-06-03,marketing_platform
77c4948e-d76,Google Ads - Product,google_ads,4714.25,11858.71,5,2025-06-03,marketing_platform
02d76be9-88c,Annual User Conference,content_marketing,768.51,1842.4,75,2025-06-03,marketing_platform
aa78b34f-938,LinkedIn ABM Campaign,content_marketing,9340.13,29053.31,23,2025-06-03,marketing_platform
2e9ede01-e14,Cloud Analytics Content Hub,email,4597.03,2238.97,1,2025-06-03,marketing_platform
3a3a6e70-8a2,Enterprise Webinar Series,linkedin,6271.96,10464.42,43,2025-06-03,marketing_platform
f081f036-2e0,Analyst Report Sponsorship,events,8751.99,17075.96,55,2025-06-02,marketing_platform
e1fc7cc3-9e0,Finance Leader Roundtable,events,5652.81,8934.21,51,2025-06-02,marketing_platform
ef5b9234-8e7,Partner Co-Marketing,webinars,9268.39,10300.16,39,2025-06-02,marketing_platform
bb08d1b8-b45,LinkedIn ABM Campaign,content_marketing,7467.22,23448.47,45,2025-06-02,marketing_platform
63d955b4-be7,Developer Community Events,webinars,6365.03,6671.64,65,2025-06-02,marketing_platform
7f49ca91-e0f,Email Nurture - Enterprise,content_marketing,7409.64,24569.38,8,2025-06-02,marketing_platform
c57357c1-2d9,Usage Expansion Plays,content_marketing,2405.82,5106.21,40,2025-06-02,marketing_platform
073dcfa2-74a,Customer Proof Campaign,email,8029.48,16541.43,3,2025-06-02,marketing_platform
2d51cdc6-9fc,Competitive Takeout,google_ads,2058.32,6786.69,63,2025-06-02,marketing_platform
77216875-528,Annual User Conference,content_marketing,7211.43,8718.85,3,2025-06-02,marketing_platform
cfea6b96-a9b,Google Ads - Brand,events,6388.77,11963.39,72,2025-06-02,marketing_platform
854c0433-8f1,Google Ads - Product,content_marketing,3784.94,4566.8,2,2025-06-02,marketing_platform
fff30bbf-f7e,Customer Proof Campaign,email,5594.98,18172.2,44,2025-06-01,marketing_platform
6a24eb64-2f8,Developer Community Events,google_ads,3704.62,2004.18,25,2025-06-01,marketing_platform
75576245-5a3,Google Ads - Product,email,9226.9,21061.65,29,2025-06-01,marketing_platform
624d7eb8-315,Partner Co-Marketing,linkedin,5790.81,3263.29,15,2025-06-01,marketing_platform
8c9d0b66-35c,Google Ads - Brand,webinars,3196.58,8172.14,66,2025-06-01,marketing_platform
a01de822-083,Cloud Analytics Content Hub,google_ads,7575.55,18640.73,38,2025-06-01,marketing_platform
4b3aa9fe-75e,Competitive Takeout,email,8076.54,25322.85,39,2025-06-01,marketing_platform
cf4521f2-5a9,Enterprise Webinar Series,content_marketing,2660.76,4077.23,68,2025-06-01,marketing_platform
d017d387-94b,Finance Leader Roundtable,linkedin,8942.55,7557.6,68,2025-06-01,marketing_platform
7e8e668c-85c,LinkedIn ABM Campaign,events,5404.83,8898.99,35,2025-06-01,marketing_platform
dcb2fe07-2f4,Product-Led Growth Retargeting,content_marketing,6340.78,5635.33,69,2025-05-31,marketing_platform
a85a3f66-185,RevOps Field Dinner,content_marketing,6335.2,14324.08,27,2025-05-31,marketing_platform
abc0c85f-6f4,Analyst Report Sponsorship,google_ads,6780.93,21595.69,9,2025-05-31,marketing_platform
5591f883-e8b,Annual User Conference,google_ads,867.46,1348.51,70,2025-05-31,marketing_platform
75ec394d-8f8,Competitive Takeout,email,1751.77,1059.17,9,2025-05-31,marketing_platform
ac629a44-fea,Cloud Analytics Content Hub,linkedin,5815.43,9084.14,26,2025-05-31,marketing_platform
5d39c73f-d85,Google Ads - Brand,webinars,6534.57,17503.11,14,2025-05-31,marketing_platform
ad8ad9e5-3a9,Competitive Takeout,google_ads,4616.54,5499.63,38,2025-05-30,marketing_platform
93951809-667,Product-Led Growth Retargeting,content_marketing,4135.1,1947.11,59,2025-05-30,marketing_platform
d490dc0b-b28,RevOps Field Dinner,google_ads,1083.83,3508.85,2,2025-05-30,marketing_platform
786c4376-790,Developer Community Events,webinars,923.48,1683.49,37,2025-05-30,marketing_platform
2fd3885e-080,Analyst Report Sponsorship,webinars,5359.88,2897.77,59,2025-05-30,marketing_platform
16695b6a-7ba,Cloud Analytics Content Hub,email,3955.73,10154.22,32,2025-05-30,marketing_platform
dc8e56ca-078,Finance Leader Roundtable,linkedin,6397.43,13864.7,1,2025-05-30,marketing_platform
06d4b722-ce1,Enterprise Webinar Series,linkedin,2243.32,2763.47,68,2025-05-29,marketing_platform
71fbf0cb-6e9,Usage Expansion Plays,content_marketing,8541.89,22681.51,52,2025-05-29,marketing_platform
f258fa62-bcd,Customer Proof Campaign,webinars,5145.57,9390.06,50,2025-05-29,marketing_platform
88190df4-d58,Competitive Takeout,events,6202.57,18659.38,59,2025-05-29,marketing_platform
b0268fc8-163,Analyst Report Sponsorship,content_marketing,6580.77,13736.29,74,2025-05-29,marketing_platform
fbfeb939-ee7,Developer Community Events,events,3782.1,7722.39,65,2025-05-29,marketing_platform
43342ae9-8b3,Cloud Analytics Content Hub,google_ads,8769.67,28144.96,36,2025-05-29,marketing_platform
29fad2cd-67a,RevOps Field Dinner,google_ads,2534.15,7284.75,27,2025-05-29,marketing_platform
0d0aeda5-b33,Finance Leader Roundtable,webinars,8893.59,4159.15,48,2025-05-29,marketing_platform
1fd5934f-c43,Annual User Conference,events,2834.07,8527.69,8,2025-05-29,marketing_platform
b277280b-ae9,Google Ads - Product,linkedin,6338.65,19745.0,35,2025-05-29,marketing_platform
8404cba3-e9b,Product-Led Growth Retargeting,google_ads,7372.23,9680.05,66,2025-05-28,marketing_platform
200a021a-245,Google Ads - Product,content_marketing,1843.63,1618.28,71,2025-05-28,marketing_platform
98d97347-24f,Customer Proof Campaign,webinars,7260.16,3526.27,32,2025-05-28,marketing_platform
aac2ceb0-0c3,LinkedIn ABM Campaign,events,3047.93,5030.37,30,2025-05-28,marketing_platform
65594f34-eab,Competitive Takeout,linkedin,5183.76,14690.54,11,2025-05-28,marketing_platform
096e2b78-6ce,Usage Expansion Plays,content_marketing,583.78,279.23,27,2025-05-28,marketing_platform
521fde4f-7d9,Finance Leader Roundtable,linkedin,5226.98,13627.33,61,2025-05-28,marketing_platform
9be370c1-b61,Partner Co-Marketing,events,8489.0,8850.95,16,2025-05-28,marketing_platform
dc3dbab8-905,Analyst Report Sponsorship,linkedin,9100.81,9613.4,38,2025-05-28,marketing_platform
04a52175-9e7,RevOps Field Dinner,content_marketing,8761.03,13219.91,71,2025-05-28,marketing_platform
3fab3d31-738,RevOps Field Dinner,events,7894.31,15740.19,2,2025-05-27,marketing_platform
5077bf3a-cf0,LinkedIn ABM Campaign,linkedin,7138.3,15742.87,29,2025-05-27,marketing_platform
0d98b2c2-91e,Enterprise Webinar Series,email,3699.81,4537.52,38,2025-05-27,marketing_platform
763db864-873,Finance Leader Roundtable,linkedin,2402.31,4654.76,60,2025-05-27,marketing_platform
35d9d733-e0f,Developer Community Events,google_ads,7065.22,12771.59,8,2025-05-27,marketing_platform
7472f6e7-98e,Competitive Takeout,webinars,8166.55,8103.74,24,2025-05-27,marketing_platform
123e095f-5f5,Annual User Conference,email,2474.41,5158.8,28,2025-05-27,marketing_platform
58322b34-777,Cloud Analytics Content Hub,events,8707.1,16688.48,48,2025-05-27,marketing_platform
e1a0c4d7-cd8,Email Nurture - Enterprise,linkedin,2921.08,4652.36,3,2025-05-27,marketing_platform
65357a87-b84,Google Ads - Product,content_marketing,2594.8,3039.69,69,2025-05-26,marketing_platform
6937afbc-a6a,Competitive Takeout,webinars,1427.41,1219.22,44,2025-05-26,marketing_platform
dbbe94a7-c7f,Product-Led Growth Retargeting,linkedin,8920.9,26239.42,37,2025-05-26,marketing_platform
137a5e2f-d29,Annual User Conference,content_marketing,666.0,1905.25,70,2025-05-26,marketing_platform
a7b5614b-c23,Partner Co-Marketing,linkedin,6224.02,6976.03,51,2025-05-26,marketing_platform
72c77a33-c62,Cloud Analytics Content Hub,webinars,7416.01,5160.87,63,2025-05-26,marketing_platform
3fc8aaf5-e72,Usage Expansion Plays,events,5311.81,6959.34,59,2025-05-26,marketing_platform
518420c3-6d6,RevOps Field Dinner,linkedin,1004.07,399.46,18,2025-05-26,marketing_platform
6e9af052-9c7,Enterprise Webinar Series,content_marketing,7880.78,3170.2,15,2025-05-26,marketing_platform
94497645-c1d,Customer Proof Campaign,webinars,3666.14,8058.56,43,2025-05-26,marketing_platform
8d35c4db-31e,Analyst Report Sponsorship,email,1686.0,2113.01,71,2025-05-26,marketing_platform
1c7d8b40-a89,Partner Co-Marketing,webinars,477.75,1167.73,72,2025-05-25,marketing_platform
4ca914c2-4a3,Annual User Conference,content_marketing,5925.95,8332.56,20,2025-05-25,marketing_platform
4538e3ed-0c6,LinkedIn ABM Campaign,email,6157.25,12039.71,59,2025-05-25,marketing_platform
dcc710ba-eca,Finance Leader Roundtable,events,721.19,580.18,16,2025-05-25,marketing_platform
4d4a2f8a-614,Developer Community Events,content_marketing,9284.51,19522.82,65,2025-05-25,marketing_platform
2cf75748-097,Customer Proof Campaign,google_ads,1048.5,1837.78,17,2025-05-25,marketing_platform
597d7772-297,Email Nurture - Enterprise,events,5131.12,3077.75,11,2025-05-25,marketing_platform
5256e11b-95d,Usage Expansion Plays,email,2455.0,4010.89,38,2025-05-25,marketing_platform
2fd0a393-d2b,Analyst Report Sponsorship,linkedin,1488.11,813.71,64,2025-05-25,marketing_platform
f83003f1-ff7,Google Ads - Brand,email,8435.96,13737.49,13,2025-05-25,marketing_platform
0a91f2c4-6d0,Customer Proof Campaign,webinars,4770.05,13377.0,48,2025-05-24,marketing_platform
4db87e62-d1a,Google Ads - Brand,webinars,2221.13,7250.21,1,2025-05-24,marketing_platform
e906b207-074,Finance Leader Roundtable,email,2087.24,1428.1,74,2025-05-24,marketing_platform
79310198-ce4,Cloud Analytics Content Hub,google_ads,1904.12,1676.21,1,2025-05-24,marketing_platform
54915cf3-bb3,LinkedIn ABM Campaign,webinars,7892.58,11784.25,26,2025-05-24,marketing_platform
0c7200a0-78e,Email Nurture - Enterprise,content_marketing,5596.05,18628.69,69,2025-05-24,marketing_platform
fac9f022-6cb,Usage Expansion Plays,events,7729.04,9818.5,68,2025-05-24,marketing_platform
3ff143fb-9f4,Annual User Conference,events,5407.18,6228.97,44,2025-05-24,marketing_platform
45a91db2-849,Analyst Report Sponsorship,email,9119.16,16133.92,65,2025-05-23,marketing_platform
47766ffe-806,Finance Leader Roundtable,webinars,3638.55,5513.5,33,2025-05-23,marketing_platform
6509bab1-364,RevOps Field Dinner,events,2229.08,6186.96,74,2025-05-23,marketing_platform
0c2542d5-97d,Developer Community Events,webinars,1245.93,4150.72,68,2025-05-23,marketing_platform
652be151-7d8,Email Nurture - Enterprise,linkedin,5054.66,8407.6,24,2025-05-23,marketing_platform
8057e22e-bea,Google Ads - Brand,email,8207.42,17818.43,72,2025-05-23,marketing_platform
9f845180-2bb,Enterprise Webinar Series,linkedin,622.49,1394.98,61,2025-05-23,marketing_platform
ade074a9-6eb,Cloud Analytics Content Hub,google_ads,1864.28,3877.31,65,2025-05-23,marketing_platform
4cd86eaa-b88,Partner Co-Marketing,email,5823.44,7704.18,61,2025-05-23,marketing_platform
087a3403-be0,LinkedIn ABM Campaign,content_marketing,8363.38,25206.94,34,2025-05-23,marketing_platform
8d456bf3-9ed,Usage Expansion Plays,email,4942.36,13037.76,50,2025-05-23,marketing_platform
21bd0be1-ab9,Customer Proof Campaign,linkedin,2723.53,1824.04,16,2025-05-23,marketing_platform
7fae49e9-f24,Usage Expansion Plays,linkedin,8694.44,8870.68,31,2025-05-22,marketing_platform
d9e7df43-7bb,Enterprise Webinar Series,email,5679.84,14529.84,17,2025-05-22,marketing_platform
11561836-b15,Cloud Analytics Content Hub,content_marketing,4591.78,8151.75,43,2025-05-22,marketing_platform
d59e71c5-8e4,Finance Leader Roundtable,webinars,3978.37,12444.45,14,2025-05-22,marketing_platform
09d07c9a-56c,Product-Led Growth Retargeting,google_ads,2452.87,2635.63,17,2025-05-22,marketing_platform
b6f4488b-34f,Email Nurture - Enterprise,content_marketing,7630.45,22065.34,26,2025-05-22,marketing_platform
6b97a7a0-711,Google Ads - Product,webinars,4723.6,11152.42,20,2025-05-22,marketing_platform
9a487b25-591,LinkedIn ABM Campaign,webinars,720.57,992.34,16,2025-05-21,marketing_platform
7242e4c4-e64,Competitive Takeout,google_ads,2173.33,3730.57,46,2025-05-21,marketing_platform
020c8071-303,Enterprise Webinar Series,webinars,793.81,797.0,52,2025-05-21,marketing_platform
73305d47-85a,Product-Led Growth Retargeting,events,2961.97,7212.61,5,2025-05-21,marketing_platform
9aee4f01-002,Google Ads - Brand,content_marketing,9106.75,21563.38,69,2025-05-21,marketing_platform
f34c758e-5d2,Partner Co-Marketing,email,6695.9,8089.26,6,2025-05-21,marketing_platform
d88733d8-cec,Email Nurture - Enterprise,events,359.02,1100.19,51,2025-05-21,marketing_platform
be3d1317-66f,RevOps Field Dinner,events,8927.1,28587.82,52,2025-05-21,marketing_platform
e53bec67-371,Cloud Analytics Content Hub,events,6074.9,11203.02,21,2025-05-21,marketing_platform
c067d0cc-29d,Annual User Conference,content_marketing,527.94,390.56,4,2025-05-21,marketing_platform
32d3a3fd-577,Google Ads - Product,linkedin,1485.06,1434.42,35,2025-05-21,marketing_platform
a83f643b-2e8,Developer Community Events,email,7255.16,3997.9,35,2025-05-21,marketing_platform
6366f120-0d3,Product-Led Growth Retargeting,webinars,4610.38,3435.81,60,2025-05-20,marketing_platform
df128e5c-af3,Partner Co-Marketing,events,2688.14,2693.29,67,2025-05-20,marketing_platform
23c1b556-7e5,Cloud Analytics Content Hub,google_ads,2368.2,7586.52,2,2025-05-20,marketing_platform
1d9c50d4-25d,Finance Leader Roundtable,google_ads,6062.88,9778.95,13,2025-05-20,marketing_platform
f175b4b0-d82,Google Ads - Brand,google_ads,6265.55,19548.56,41,2025-05-20,marketing_platform
9aa1a5de-c5f,LinkedIn ABM Campaign,email,5469.72,15112.95,60,2025-05-20,marketing_platform
0ef4d28d-6c5,Developer Community Events,email,2429.89,4034.57,18,2025-05-20,marketing_platform
6fb6b0c6-168,Email Nurture - Enterprise,linkedin,6129.7,13913.55,32,2025-05-20,marketing_platform
e032447d-56a,Customer Proof Campaign,google_ads,8221.07,9698.81,20,2025-05-20,marketing_platform
c1e8d437-5ab,Enterprise Webinar Series,content_marketing,1833.54,2565.95,11,2025-05-20,marketing_platform
83d237a9-891,RevOps Field Dinner,email,6665.82,16848.98,32,2025-05-20,marketing_platform
297893e6-178,Google Ads - Product,email,312.74,179.55,61,2025-05-20,marketing_platform
45cc0b24-2e7,Competitive Takeout,google_ads,3001.28,1534.36,45,2025-05-19,marketing_platform
5f79c662-2c0,RevOps Field Dinner,webinars,9414.4,24713.63,67,2025-05-19,marketing_platform
9cd197e4-d98,Finance Leader Roundtable,linkedin,919.44,2063.81,10,2025-05-19,marketing_platform
8e0c9621-877,Annual User Conference,events,7496.2,13324.47,70,2025-05-19,marketing_platform
e1d08f2a-607,Cloud Analytics Content Hub,email,8766.38,6823.91,75,2025-05-19,marketing_platform
8cc16f15-9f1,Product-Led Growth Retargeting,webinars,2819.17,5208.11,55,2025-05-19,marketing_platform
b0c4af32-a44,Google Ads - Brand,linkedin,2394.86,5605.51,4,2025-05-19,marketing_platform
71689a99-a18,LinkedIn ABM Campaign,google_ads,1001.06,806.41,42,2025-05-19,marketing_platform
4a123d23-0fa,Usage Expansion Plays,webinars,6164.98,16463.33,41,2025-05-19,marketing_platform
b2b16e2d-752,Email Nurture - Enterprise,linkedin,6588.17,21469.7,50,2025-05-19,marketing_platform
59fde8d5-320,RevOps Field Dinner,events,4653.49,13061.38,63,2025-05-18,marketing_platform
ad8258e5-f43,LinkedIn ABM Campaign,linkedin,6954.98,22565.38,48,2025-05-18,marketing_platform
0f0b41bc-20f,Enterprise Webinar Series,google_ads,1412.13,2914.44,65,2025-05-18,marketing_platform
6c51011e-483,Developer Community Events,webinars,5937.86,6451.37,14,2025-05-18,marketing_platform
3fccb8b7-f75,Email Nurture - Enterprise,linkedin,1212.45,2500.86,54,2025-05-18,marketing_platform
a09d3c31-ae4,Google Ads - Brand,google_ads,4577.78,9341.08,48,2025-05-18,marketing_platform
7b2ff3f1-917,Usage Expansion Plays,events,5818.49,14029.81,21,2025-05-17,marketing_platform
d0badf08-ad9,Developer Community Events,content_marketing,7532.24,3996.2,1,2025-05-17,marketing_platform
052c360c-733,Customer Proof Campaign,events,4622.53,12681.98,47,2025-05-17,marketing_platform
1460d761-18d,Email Nurture - Enterprise,content_marketing,8336.45,9227.13,14,2025-05-17,marketing_platform
53375e47-feb,Finance Leader Roundtable,events,1226.46,1822.23,54,2025-05-17,marketing_platform
fffdda84-7bb,Cloud Analytics Content Hub,linkedin,6121.65,2929.48,48,2025-05-17,marketing_platform
3136f4c5-ddd,LinkedIn ABM Campaign,events,6248.61,13815.03,37,2025-05-17,marketing_platform
8d8087a5-a7b,Usage Expansion Plays,webinars,4268.42,4424.84,14,2025-05-16,marketing_platform
b89d1260-850,Competitive Takeout,email,5114.39,13416.59,26,2025-05-16,marketing_platform
436d52e9-aca,Email Nurture - Enterprise,email,8897.48,17024.07,75,2025-05-16,marketing_platform
eecd5e56-f03,Google Ads - Product,content_marketing,7371.97,8262.39,7,2025-05-16,marketing_platform
3abce0f6-285,LinkedIn ABM Campaign,webinars,1420.79,1971.03,66,2025-05-16,marketing_platform
93813988-852,Annual User Conference,google_ads,6399.36,5584.05,64,2025-05-16,marketing_platform
7c74df06-fc4,Finance Leader Roundtable,events,1482.54,2289.28,18,2025-05-16,marketing_platform
f0f453d4-d81,Analyst Report Sponsorship,webinars,859.43,1884.59,41,2025-05-16,marketing_platform
72e740e4-31f,Customer Proof Campaign,events,3827.34,4785.11,74,2025-05-16,marketing_platform
c99bcd07-cf1,Enterprise Webinar Series,linkedin,4081.75,8162.05,43,2025-05-16,marketing_platform
e946bfce-d22,Developer Community Events,linkedin,5651.18,17986.34,71,2025-05-16,marketing_platform
21947a8c-1f9,Product-Led Growth Retargeting,webinars,6728.04,21059.31,48,2025-05-16,marketing_platform
ee1e3bd4-f5d,Competitive Takeout,google_ads,3520.08,8996.59,45,2025-05-15,marketing_platform
6db8aacf-8fa,Cloud Analytics Content Hub,email,2628.77,4134.81,11,2025-05-15,marketing_platform
d038bb93-0fb,Google Ads - Product,webinars,6288.17,6699.21,30,2025-05-15,marketing_platform
c2c3bb4d-dd2,Finance Leader Roundtable,email,1411.61,548.21,7,2025-05-15,marketing_platform
0102a821-bec,Partner Co-Marketing,content_marketing,587.8,1531.39,53,2025-05-15,marketing_platform
6cb67de0-969,LinkedIn ABM Campaign,content_marketing,6694.2,8329.77,27,2025-05-15,marketing_platform
64efe4b6-eb2,Customer Proof Campaign,email,3844.72,8305.33,1,2025-05-15,marketing_platform
7e79d0cd-3b5,Developer Community Events,events,5087.67,8790.04,37,2025-05-15,marketing_platform
26c5ff0e-f72,Customer Proof Campaign,content_marketing,592.68,371.63,54,2025-05-14,marketing_platform
f5ce1cfc-321,Developer Community Events,content_marketing,5224.02,5009.03,53,2025-05-14,marketing_platform
6f622bb9-6c4,Google Ads - Product,linkedin,9407.13,17511.67,33,2025-05-14,marketing_platform
b97b6fb4-2cc,LinkedIn ABM Campaign,email,6421.86,8943.42,44,2025-05-14,marketing_platform
e04fec7c-36a,Email Nurture - Enterprise,email,8528.73,20841.84,12,2025-05-14,marketing_platform
fcf24b4e-02e,Annual User Conference,google_ads,1990.63,4280.08,58,2025-05-14,marketing_platform
6cb02fa2-341,Usage Expansion Plays,webinars,4746.8,7898.04,14,2025-05-14,marketing_platform
1484afce-78c,Enterprise Webinar Series,content_marketing,2449.33,5195.1,10,2025-05-13,marketing_platform
b335cc01-613,Product-Led Growth Retargeting,events,1044.77,964.95,36,2025-05-13,marketing_platform
eac4e6a1-9b7,RevOps Field Dinner,google_ads,7431.36,8269.95,47,2025-05-13,marketing_platform
9d266921-0f0,Customer Proof Campaign,webinars,5881.26,12917.53,60,2025-05-13,marketing_platform
89e27171-288,LinkedIn ABM Campaign,google_ads,786.43,1595.11,6,2025-05-13,marketing_platform
2a644b19-22d,Partner Co-Marketing,linkedin,1185.97,649.55,20,2025-05-13,marketing_platform
c4e13377-f7c,Developer Community Events,events,3424.75,8795.31,65,2025-05-13,marketing_platform
d757d778-5db,Competitive Takeout,email,2299.91,3645.28,57,2025-05-13,marketing_platform
ecb3622b-c6f,Google Ads - Product,events,5512.06,17594.74,52,2025-05-13,marketing_platform
a981b56f-3a5,Finance Leader Roundtable,linkedin,1687.73,5222.38,17,2025-05-13,marketing_platform
7cfef001-05f,Email Nurture - Enterprise,webinars,6328.71,5401.83,57,2025-05-13,marketing_platform
c8c6cf15-36a,Google Ads - Brand,email,9138.33,11969.01,21,2025-05-13,marketing_platform
c2ecc59a-a5d,Developer Community Events,webinars,8338.89,5757.09,24,2025-05-12,marketing_platform
c254244d-d5f,Customer Proof Campaign,events,564.07,1457.61,74,2025-05-12,marketing_platform
01ce0471-4ac,Finance Leader Roundtable,content_marketing,7022.19,8147.32,16,2025-05-12,marketing_platform
9742eb6b-b5c,LinkedIn ABM Campaign,content_marketing,4880.8,6682.99,66,2025-05-12,marketing_platform
c4d75151-1ec,Product-Led Growth Retargeting,content_marketing,6900.97,20477.54,2,2025-05-12,marketing_platform
